Orthogroup	Azeb	Sbro
OG0010020	mikado.HiC_scaffold_15.0G741.1	EVM0013005.1, EVM0017092.1
OG0010021	mikado.HiC_scaffold_15.0G745.1	EVM0017893.1
OG0010022	mikado.HiC_scaffold_15.0G747.1	EVM0002089.1
OG0010023	mikado.HiC_scaffold_15.0G748.1	EVM0014932.1
OG0010024	mikado.HiC_scaffold_15.0G750.1	EVM0002575.1
OG0010025	mikado.HiC_scaffold_15.0G753.1	EVM0019600.1
OG0010026	mikado.HiC_scaffold_15.0G757.1	EVM0003858.1
OG0010028	mikado.HiC_scaffold_15.0G773.1	EVM0016793.1
OG0010029	mikado.HiC_scaffold_15.0G777.1	EVM0022698.1
OG0010030	mikado.HiC_scaffold_15.0G781.1	EVM0016241.1
OG0010031	mikado.HiC_scaffold_15.0G783.1	EVM0008305.1
OG0010032	mikado.HiC_scaffold_15.0G782.1	EVM0015724.1
OG0010033	mikado.HiC_scaffold_15.0G784.1	EVM0007524.1
OG0010035	mikado.HiC_scaffold_15.0G794.1	EVM0013679.1
OG0010036	mikado.HiC_scaffold_15.0G797.1	EVM0005534.1
OG0010037	mikado.HiC_scaffold_15.0G798.1	EVM0018952.1
OG0010038	mikado.HiC_scaffold_15.0G806.1	EVM0008115.1
OG0010039	mikado.HiC_scaffold_15.0G807.1	EVM0010480.1
OG0010040	mikado.HiC_scaffold_15.0G815.1	EVM0012589.1
OG0010041	mikado.HiC_scaffold_15.0G816.1	EVM0009344.1
OG0010042	mikado.HiC_scaffold_15.0G818.1	EVM0022571.1
OG0010043	mikado.HiC_scaffold_15.0G819.1	EVM0008286.1
OG0010044	mikado.HiC_scaffold_15.0G823.1	EVM0013098.1
OG0010045	mikado.HiC_scaffold_15.0G826.1	EVM0004470.1
OG0010046	mikado.HiC_scaffold_15.0G830.1	EVM0019371.1
OG0010047	mikado.HiC_scaffold_15.0G838.1	EVM0024044.1
OG0010048	mikado.HiC_scaffold_15.0G839.1	EVM0020034.1
OG0010049	mikado.HiC_scaffold_15.0G841.1	EVM0023180.1
OG0010050	mikado.HiC_scaffold_15.0G842.1	EVM0008221.1
OG0010051	mikado.HiC_scaffold_15.0G843.1	EVM0023402.1
OG0010052	mikado.HiC_scaffold_15.0G844.1	EVM0008388.1
OG0010053	mikado.HiC_scaffold_15.0G845.1	EVM0000949.1
OG0010054	mikado.HiC_scaffold_15.0G846.1	EVM0003988.1
OG0010055	mikado.HiC_scaffold_15.0G848.1	EVM0015313.1
OG0010056	mikado.HiC_scaffold_15.0G847.1	EVM0012594.1
OG0010057	mikado.HiC_scaffold_15.0G852.1	EVM0019743.1, EVM0012673.1
OG0010058	mikado.HiC_scaffold_15.0G853.1	EVM0003543.1
OG0010059	mikado.HiC_scaffold_15.0G855.1	EVM0006802.1
OG0010060	mikado.HiC_scaffold_15.0G854.1	EVM0008786.1
OG0010061	mikado.HiC_scaffold_15.0G858.1	EVM0023473.1
OG0010062	mikado.HiC_scaffold_15.0G859.1	EVM0021463.1, EVM0020204.1
OG0010063	mikado.HiC_scaffold_15.0G860.1	EVM0009606.1
OG0010064	mikado.HiC_scaffold_15.0G865.1	EVM0009751.1
OG0010065	mikado.HiC_scaffold_15.0G866.1	EVM0003294.1
OG0010066	mikado.HiC_scaffold_15.0G869.1	EVM0022160.1
OG0010067	mikado.HiC_scaffold_15.0G871.1	EVM0008199.1
OG0010068	mikado.HiC_scaffold_15.0G872.1	EVM0018619.1
OG0010069	mikado.HiC_scaffold_15.0G873.1	EVM0012781.1
OG0010071	mikado.HiC_scaffold_15.0G888.1	EVM0016294.1
OG0010072	mikado.HiC_scaffold_15.0G891.1, mikado.HiC_scaffold_15.0G890.1	EVM0013701.1
OG0010073	mikado.HiC_scaffold_15.0G903.1	EVM0022554.1
OG0010074	mikado.HiC_scaffold_15.0G904.1	EVM0019300.1
OG0010075	mikado.HiC_scaffold_15.0G906.1	EVM0016660.1
OG0010076	mikado.HiC_scaffold_15.0G912.1	EVM0006671.1
OG0010077	mikado.HiC_scaffold_15.0G914.1	EVM0013978.1
OG0010078	mikado.HiC_scaffold_15.0G920.1	EVM0017953.1
OG0010079	mikado.HiC_scaffold_15.0G926.1	EVM0002173.1
OG0010080	mikado.HiC_scaffold_15.0G927.1	EVM0000790.1
OG0010081	mikado.HiC_scaffold_15.0G928.1	EVM0019585.1
OG0010082	mikado.HiC_scaffold_15.0G932.1	EVM0006448.1
OG0010083	mikado.HiC_scaffold_15.0G934.1	EVM0015063.1
OG0010084	mikado.HiC_scaffold_15.0G935.1	EVM0000609.1
OG0010085	mikado.HiC_scaffold_15.0G938.1	EVM0016438.1
OG0010086	mikado.HiC_scaffold_15.0G939.1	EVM0020413.1
OG0010087	mikado.HiC_scaffold_15.0G947.1	EVM0016054.1, EVM0006430.1
OG0010088	mikado.HiC_scaffold_15.0G950.1	EVM0017278.1
OG0010089	mikado.HiC_scaffold_15.0G951.1	EVM0015777.1
OG0010090	mikado.HiC_scaffold_15.0G953.1	EVM0015205.1
OG0010091	mikado.HiC_scaffold_15.0G955.1	EVM0009905.1
OG0010092	mikado.HiC_scaffold_15.0G954.1	EVM0008014.1
OG0010093	mikado.HiC_scaffold_15.0G956.1	EVM0015258.1
OG0010094	mikado.HiC_scaffold_15.0G959.1	EVM0000697.1
OG0010095	mikado.HiC_scaffold_15.0G961.1	EVM0010364.1
OG0010096	mikado.HiC_scaffold_15.0G963.1	EVM0003657.1
OG0010097	mikado.HiC_scaffold_15.0G970.1	EVM0016050.1
OG0010098	mikado.HiC_scaffold_15.0G971.1	EVM0000386.1
OG0010099	mikado.HiC_scaffold_15.0G972.1	EVM0015037.1
OG0010100	mikado.HiC_scaffold_15.0G973.1	EVM0003895.1
OG0010102	mikado.HiC_scaffold_15.0G978.1	EVM0023998.1
OG0010103	mikado.HiC_scaffold_15.0G981.1	EVM0018981.1
OG0010104	mikado.HiC_scaffold_15.0G982.1	EVM0012566.1
OG0010105	mikado.HiC_scaffold_15.0G983.1	EVM0011832.1
OG0010106	mikado.HiC_scaffold_15.0G984.1	EVM0001946.1
OG0010107	mikado.HiC_scaffold_15.0G985.1	EVM0014016.1
OG0010108	mikado.HiC_scaffold_15.0G987.1	EVM0013563.1
OG0010109	mikado.HiC_scaffold_15.0G988.1	EVM0001336.1
OG0010110	mikado.HiC_scaffold_15.0G989.1	EVM0008759.1
OG0010111	mikado.HiC_scaffold_15.0G990.1	EVM0020519.1
OG0010112	mikado.HiC_scaffold_15.0G992.1	EVM0018211.1
OG0010113	mikado.HiC_scaffold_15.0G995.1	EVM0001172.1
OG0010114	mikado.HiC_scaffold_15.0G996.1	EVM0022512.1
OG0010115	mikado.HiC_scaffold_8.8335562G396.1, mikado.HiC_scaffold_15.0G1002.1	EVM0004915.1
OG0010116	mikado.HiC_scaffold_15.0G1014.1	EVM0012143.1
OG0010117	mikado.HiC_scaffold_15.0G1015.2, mikado.HiC_scaffold_15.0G1015.1	EVM0011245.1
OG0010118	mikado.HiC_scaffold_15.0G1020.1	EVM0017827.1
OG0010119	mikado.HiC_scaffold_15.0G1021.1	EVM0007980.1
OG0010120	mikado.HiC_scaffold_15.0G1024.1	EVM0010672.1
OG0010121	mikado.HiC_scaffold_15.0G1028.1	EVM0006061.1
OG0010122	mikado.HiC_scaffold_15.0G1032.1	EVM0004933.1
OG0010123	mikado.HiC_scaffold_15.0G1040.1	EVM0023535.1
OG0010124	mikado.HiC_scaffold_15.0G1041.1	EVM0003411.1
OG0010125	mikado.HiC_scaffold_15.0G1047.1	EVM0020017.1
OG0010126	mikado.HiC_scaffold_15.0G1055.1, mikado.HiC_scaffold_15.0G1054.1	EVM0017561.1
OG0010127	mikado.HiC_scaffold_15.0G1056.1	EVM0023520.1
OG0010128	mikado.HiC_scaffold_15.0G1059.1	EVM0023646.1
OG0010129	mikado.HiC_scaffold_15.0G1062.1	EVM0009397.1
OG0010130	mikado.HiC_scaffold_15.0G1065.1	EVM0013338.1, EVM0019254.1
OG0010133	mikado.HiC_scaffold_15.0G1074.1	EVM0019754.1
OG0010134	mikado.HiC_scaffold_15.0G1080.1	EVM0023911.1
OG0010135	mikado.HiC_scaffold_15.0G1086.1	EVM0019801.1
OG0010136	mikado.HiC_scaffold_15.0G1092.1	EVM0006668.1
OG0010137	mikado.HiC_scaffold_15.0G1094.1	EVM0018044.1
OG0010138	mikado.HiC_scaffold_15.0G1104.1	EVM0004152.1
OG0010139	mikado.HiC_scaffold_15.0G1106.1	EVM0016351.1
OG0010140	mikado.HiC_scaffold_15.0G1107.1	EVM0003499.1
OG0010141	mikado.HiC_scaffold_15.0G1109.1, mikado.HiC_scaffold_15.0G2020.1	EVM0023854.1
OG0010142	mikado.HiC_scaffold_15.0G1110.1	EVM0013247.1
OG0010143	mikado.HiC_scaffold_15.0G1115.1	EVM0013763.1
OG0010145	mikado.HiC_scaffold_15.0G1117.1	EVM0023924.1
OG0010146	mikado.HiC_scaffold_15.0G1128.1	EVM0001853.1
OG0010148	mikado.HiC_scaffold_15.0G1135.1	EVM0017325.1
OG0010149	mikado.HiC_scaffold_15.0G1141.1	EVM0001861.1
OG0010150	mikado.HiC_scaffold_15.0G1150.1	EVM0018988.1
OG0010151	mikado.HiC_scaffold_15.0G1154.1	EVM0020731.1
OG0010152	mikado.HiC_scaffold_15.0G1155.1	EVM0006600.1
OG0010153	mikado.HiC_scaffold_15.0G1156.1	EVM0016357.2
OG0010154	mikado.HiC_scaffold_15.0G1160.1	EVM0002540.1
OG0010155	mikado.HiC_scaffold_15.0G1161.1	EVM0018682.1
OG0010156	mikado.HiC_scaffold_15.0G1164.1	EVM0010197.1
OG0010157	mikado.HiC_scaffold_15.0G1165.1	EVM0001761.3
OG0010158	mikado.HiC_scaffold_15.0G1166.1	EVM0019776.1
OG0010159	mikado.HiC_scaffold_15.0G1180.1	EVM0011644.1
OG0010160	mikado.HiC_scaffold_15.0G1189.1	EVM0018164.1
OG0010161	mikado.HiC_scaffold_15.0G1190.1	EVM0012491.1
OG0010162	mikado.HiC_scaffold_15.0G1192.1	EVM0008435.1
OG0010163	mikado.HiC_scaffold_15.0G1196.1	EVM0016713.1
OG0010164	mikado.HiC_scaffold_15.0G1199.1	EVM0022015.1
OG0010165	mikado.HiC_scaffold_15.0G1201.1	EVM0005390.1
OG0010166	mikado.HiC_scaffold_15.0G1202.1	EVM0006428.1
OG0010167	mikado.HiC_scaffold_15.0G1203.1	EVM0003349.1
OG0010168	mikado.HiC_scaffold_15.0G1204.1	EVM0006762.1
OG0010169	mikado.HiC_scaffold_15.0G1205.1	EVM0005326.1
OG0010170	mikado.HiC_scaffold_15.0G1216.1	EVM0013998.1
OG0010171	mikado.HiC_scaffold_15.0G1226.1	EVM0008738.1
OG0010172	mikado.HiC_scaffold_15.0G1227.1	EVM0009556.1
OG0010173	mikado.HiC_scaffold_15.0G1229.1	EVM0002929.1
OG0010174	mikado.HiC_scaffold_15.0G1228.1	EVM0021237.1
OG0010175	mikado.HiC_scaffold_15.0G1230.1	EVM0019296.1
OG0010176	mikado.HiC_scaffold_15.0G1235.1	EVM0019458.1
OG0010177	mikado.HiC_scaffold_15.0G1236.1	EVM0007018.1
OG0010178	mikado.HiC_scaffold_15.0G1237.1	EVM0020548.1
OG0010179	mikado.HiC_scaffold_15.0G1240.1	EVM0023804.1
OG0010180	mikado.HiC_scaffold_15.0G1241.1	EVM0018737.1
OG0010181	mikado.HiC_scaffold_15.0G1243.1	EVM0014897.1
OG0010182	mikado.HiC_scaffold_15.0G1250.1	EVM0021427.1
OG0010184	mikado.HiC_scaffold_15.0G1254.1, mikado.HiC_scaffold_15.0G1256.1	EVM0017823.1
OG0010185	mikado.HiC_scaffold_15.0G1264.1	EVM0013185.1
OG0010186	mikado.HiC_scaffold_15.0G1267.1	EVM0004761.1
OG0010187	mikado.HiC_scaffold_15.0G1268.1	EVM0014717.1
OG0010188	mikado.HiC_scaffold_15.0G1269.1	EVM0005730.1
OG0010189	mikado.HiC_scaffold_15.0G1273.1	EVM0015801.1
OG0010190	mikado.HiC_scaffold_15.0G1276.1	EVM0018446.1
OG0010191	mikado.HiC_scaffold_15.0G1278.1	EVM0023020.1
OG0010192	mikado.HiC_scaffold_15.0G1282.1	EVM0002704.1
OG0010193	mikado.HiC_scaffold_15.0G1284.1	EVM0014276.1
OG0010194	mikado.HiC_scaffold_15.0G1285.1	EVM0022712.1
OG0010195	mikado.HiC_scaffold_15.0G1288.1, mikado.HiC_scaffold_15.0G1286.1	EVM0008990.1
OG0010196	mikado.HiC_scaffold_15.0G1287.1	EVM0006421.1
OG0010197	mikado.HiC_scaffold_15.0G1292.1	EVM0016959.1
OG0010198	mikado.HiC_scaffold_15.0G1295.1	EVM0008450.1
OG0010199	mikado.HiC_scaffold_15.0G1301.1	EVM0021279.1
OG0010200	mikado.HiC_scaffold_15.0G1302.2	EVM0023108.1
OG0010201	mikado.HiC_scaffold_15.0G1308.1	EVM0001596.1
OG0010202	mikado.HiC_scaffold_15.0G1309.1	EVM0015980.1
OG0010203	mikado.HiC_scaffold_15.0G1310.1	EVM0007921.1
OG0010204	mikado.HiC_scaffold_15.0G1312.1	EVM0016038.1
OG0010205	mikado.HiC_scaffold_15.0G1313.1	EVM0015923.1
OG0010206	mikado.HiC_scaffold_15.0G1314.1	EVM0020451.1
OG0010207	mikado.HiC_scaffold_15.0G1315.1	EVM0016215.1
OG0010208	mikado.HiC_scaffold_15.0G1316.1	EVM0019610.1
OG0010209	mikado.HiC_scaffold_15.0G1317.1	EVM0008153.1
OG0010210	mikado.HiC_scaffold_15.0G1328.1	EVM0016039.1
OG0010211	mikado.HiC_scaffold_15.0G1329.1	EVM0021988.1
OG0010212	mikado.HiC_scaffold_15.0G1336.1	EVM0002481.1
OG0010213	mikado.HiC_scaffold_15.0G1337.1	EVM0008185.1
OG0010214	mikado.HiC_scaffold_15.0G1341.1	EVM0020700.1
OG0010215	mikado.HiC_scaffold_15.0G1347.1	EVM0022224.1
OG0010216	mikado.HiC_scaffold_15.0G1348.1	EVM0012720.1
OG0010217	mikado.HiC_scaffold_15.0G1350.1	EVM0001884.1
OG0010218	mikado.HiC_scaffold_15.0G1351.1	EVM0014444.1
OG0010219	mikado.HiC_scaffold_15.0G1354.1	EVM0006746.1
OG0010220	mikado.HiC_scaffold_15.0G1358.1	EVM0002533.1
OG0010221	mikado.HiC_scaffold_15.0G1357.1	EVM0004121.1
OG0010222	mikado.HiC_scaffold_15.0G1359.1	EVM0018509.1
OG0010223	mikado.HiC_scaffold_15.0G1362.1	EVM0017903.1
OG0010224	mikado.HiC_scaffold_15.0G1361.1	EVM0023803.1
OG0010225	mikado.HiC_scaffold_15.0G1367.1	EVM0013550.1
OG0010226	mikado.HiC_scaffold_15.0G1368.1	EVM0003040.1
OG0010227	mikado.HiC_scaffold_15.0G1369.1	EVM0008691.1
OG0010228	mikado.HiC_scaffold_15.0G1370.1	EVM0000518.1
OG0010229	mikado.HiC_scaffold_15.0G1372.1	EVM0014929.1
OG0010230	mikado.HiC_scaffold_15.0G1376.1	EVM0003847.1
OG0010231	mikado.HiC_scaffold_15.0G1379.1	EVM0010502.1
OG0010232	mikado.HiC_scaffold_15.0G1384.1	EVM0018583.1
OG0010233	mikado.HiC_scaffold_15.0G1392.1, mikado.HiC_scaffold_15.0G1391.1	EVM0009424.1
OG0010234	mikado.HiC_scaffold_15.0G1393.1	EVM0005661.1
OG0010235	mikado.HiC_scaffold_15.0G1398.1	EVM0009183.1
OG0010236	mikado.HiC_scaffold_15.0G1400.1	EVM0016402.1
OG0010237	mikado.HiC_scaffold_15.0G1402.1	EVM0008956.1
OG0010238	mikado.HiC_scaffold_17.0G181.1, mikado.HiC_scaffold_15.0G1403.1	EVM0006123.1
OG0010239	mikado.HiC_scaffold_15.0G1406.1	EVM0023173.1
OG0010240	mikado.HiC_scaffold_15.0G1407.1	EVM0005866.1
OG0010241	mikado.HiC_scaffold_15.0G1409.1	EVM0011383.1, EVM0002183.1
OG0010242	mikado.HiC_scaffold_15.0G1413.1	EVM0016614.1
OG0010243	mikado.HiC_scaffold_15.0G1414.1	EVM0017438.1
OG0010244	mikado.HiC_scaffold_15.0G1415.1	EVM0017940.1
OG0010245	mikado.HiC_scaffold_15.0G1416.1	EVM0011301.1
OG0010246	mikado.HiC_scaffold_15.0G1424.1	EVM0010134.1
OG0010248	mikado.HiC_scaffold_15.0G1428.1	EVM0003677.1
OG0010251	mikado.HiC_scaffold_15.0G1450.1	EVM0013018.1, EVM0023219.1
OG0010252	mikado.HiC_scaffold_15.0G1469.1, mikado.HiC_scaffold_15.0G1469.2	EVM0021974.1
OG0010253	mikado.HiC_scaffold_15.0G1478.1	EVM0015958.1
OG0010254	mikado.HiC_scaffold_15.0G1479.1	EVM0016359.1
OG0010255	mikado.HiC_scaffold_15.0G1480.1	EVM0019762.1
OG0010256	mikado.HiC_scaffold_15.0G1481.1	EVM0011055.1
OG0010257	mikado.HiC_scaffold_15.0G1483.1, mikado.HiC_scaffold_15.0G1486.1	EVM0006894.1
OG0010258	mikado.HiC_scaffold_15.0G1490.1	EVM0011470.1
OG0010259	mikado.HiC_scaffold_15.0G1491.1	EVM0018727.1
OG0010260	mikado.HiC_scaffold_15.0G1499.1	EVM0019844.1
OG0010261	mikado.HiC_scaffold_15.0G1500.1	EVM0005869.1
OG0010262	mikado.HiC_scaffold_15.0G1503.1	EVM0008002.1
OG0010263	mikado.HiC_scaffold_15.0G1504.1	EVM0000852.1
OG0010264	mikado.HiC_scaffold_15.0G1505.1	EVM0008230.1
OG0010265	mikado.HiC_scaffold_15.0G1506.1	EVM0006152.1
OG0010266	mikado.HiC_scaffold_15.0G1508.1	EVM0003624.1
OG0010267	mikado.HiC_scaffold_15.0G1509.1	EVM0017374.1
OG0010268	mikado.HiC_scaffold_15.0G1510.1	EVM0022822.1
OG0010269	mikado.HiC_scaffold_15.0G1511.1	EVM0004966.1
OG0010270	mikado.HiC_scaffold_15.0G1516.1	EVM0000187.1
OG0010271	mikado.HiC_scaffold_15.0G1520.1	EVM0020035.1
OG0010272	mikado.HiC_scaffold_15.0G1522.1	EVM0021642.1
OG0010273	mikado.HiC_scaffold_15.0G1523.1	EVM0009614.1
OG0010274	mikado.HiC_scaffold_15.0G1535.1	EVM0023890.1
OG0010275	mikado.HiC_scaffold_15.0G1538.1	EVM0002128.1
OG0010276	mikado.HiC_scaffold_15.0G1539.1	EVM0006080.1
OG0010277	mikado.HiC_scaffold_15.0G1548.1	EVM0019659.1
OG0010278	mikado.HiC_scaffold_15.0G1562.1	EVM0014589.1
OG0010279	mikado.HiC_scaffold_15.0G1564.1	EVM0017666.1
OG0010280	mikado.HiC_scaffold_15.0G1567.1	EVM0016101.1
OG0010281	mikado.HiC_scaffold_15.0G1572.1	EVM0012172.1
OG0010282	mikado.HiC_scaffold_15.0G1573.1	EVM0017901.1
OG0010283	mikado.HiC_scaffold_15.0G1575.1	EVM0014685.1
OG0010286	mikado.HiC_scaffold_15.0G1597.1	EVM0019549.1
OG0010287	mikado.HiC_scaffold_15.0G1598.1	EVM0000485.1
OG0010288	mikado.HiC_scaffold_15.0G1599.1	EVM0009295.1
OG0010289	mikado.HiC_scaffold_15.0G1614.1	EVM0022024.1, EVM0009759.1
OG0010290	mikado.HiC_scaffold_15.0G1617.1	EVM0021818.1
OG0010292	mikado.HiC_scaffold_15.0G1643.1	EVM0012316.1
OG0010293	mikado.HiC_scaffold_15.0G1644.1	EVM0015625.1
OG0010294	mikado.HiC_scaffold_15.0G1649.1	EVM0009697.1
OG0010295	mikado.HiC_scaffold_15.0G1648.1	EVM0023781.1
OG0010296	mikado.HiC_scaffold_15.0G1652.1	EVM0004343.1
OG0010297	mikado.HiC_scaffold_15.0G1654.1	EVM0021258.1
OG0010298	mikado.HiC_scaffold_15.0G1660.1	EVM0021753.1
OG0010299	mikado.HiC_scaffold_15.0G1662.1	EVM0008097.1
OG0010300	mikado.HiC_scaffold_15.0G1664.1	EVM0022975.1
OG0010301	mikado.HiC_scaffold_15.0G1665.1	EVM0020421.1
OG0010302	mikado.HiC_scaffold_15.0G1667.1	EVM0013178.1
OG0010303	mikado.HiC_scaffold_15.0G1669.1	EVM0023104.1
OG0010304	mikado.HiC_scaffold_15.0G1674.1	EVM0006406.1
OG0010305	mikado.HiC_scaffold_15.0G1675.1	EVM0011399.1
OG0010306	mikado.HiC_scaffold_15.0G1679.1	EVM0007014.1
OG0010307	mikado.HiC_scaffold_15.0G1685.1	EVM0023774.1
OG0010308	mikado.HiC_scaffold_15.0G1690.1	EVM0001779.1
OG0010309	mikado.HiC_scaffold_15.0G1699.1	EVM0017650.1
OG0010310	mikado.HiC_scaffold_15.0G1700.1	EVM0018220.1
OG0010311	mikado.HiC_scaffold_15.0G1701.1	EVM0008101.1
OG0010312	mikado.HiC_scaffold_15.0G1702.1	EVM0002044.1
OG0010313	mikado.HiC_scaffold_15.0G1705.1	EVM0010129.1, EVM0019603.1
OG0010314	mikado.HiC_scaffold_15.0G1707.1	EVM0006372.1
OG0010316	mikado.HiC_scaffold_15.0G1722.1	EVM0006504.1
OG0010317	mikado.HiC_scaffold_15.0G1724.1	EVM0015064.1
OG0010318	mikado.HiC_scaffold_15.0G1734.1	EVM0023043.1
OG0010319	mikado.HiC_scaffold_15.0G1739.1	EVM0010629.1
OG0010320	mikado.HiC_scaffold_15.0G1740.1	EVM0002493.1
OG0010321	mikado.HiC_scaffold_15.0G1754.1	EVM0003458.1
OG0010323	mikado.HiC_scaffold_15.0G1762.1	EVM0014449.1
OG0010324	mikado.HiC_scaffold_15.0G1768.1, mikado.HiC_scaffold_17.0G19.1	EVM0015889.1
OG0010325	mikado.HiC_scaffold_15.0G1769.1	EVM0011149.1
OG0010326	mikado.HiC_scaffold_15.0G1772.1	EVM0006868.1
OG0010327	mikado.HiC_scaffold_15.0G1783.1	EVM0015788.1
OG0010328	mikado.HiC_scaffold_15.0G1784.1	EVM0022272.1
OG0010329	mikado.HiC_scaffold_15.0G1790.1	EVM0011996.1
OG0010330	mikado.HiC_scaffold_15.0G1792.1	EVM0000077.1
OG0010331	mikado.HiC_scaffold_15.0G1793.1, mikado.HiC_scaffold_15.0G1793.2	EVM0015669.1
OG0010332	mikado.HiC_scaffold_15.0G1799.1	EVM0011526.1
OG0010333	mikado.HiC_scaffold_15.0G1813.1	EVM0006435.1
OG0010334	mikado.HiC_scaffold_15.0G1818.1	EVM0011611.1
OG0010335	mikado.HiC_scaffold_15.0G1820.1	EVM0012217.1
OG0010336	mikado.HiC_scaffold_15.0G1819.1	EVM0015271.1
OG0010337	mikado.HiC_scaffold_15.0G1826.1	EVM0012177.1
OG0010338	mikado.HiC_scaffold_15.0G1830.1	EVM0023203.1
OG0010339	mikado.HiC_scaffold_15.0G1832.1	EVM0008488.1, EVM0010952.1
OG0010340	mikado.HiC_scaffold_15.0G1833.1	EVM0012312.1
OG0010341	mikado.HiC_scaffold_15.0G1834.1	EVM0014082.1
OG0010342	mikado.HiC_scaffold_15.0G1841.1, mikado.HiC_scaffold_15.0G1843.1	EVM0003563.1
OG0010343	mikado.HiC_scaffold_15.0G1844.1	EVM0020603.1
OG0010344	mikado.HiC_scaffold_15.0G1849.1	EVM0011744.1
OG0010345	mikado.HiC_scaffold_15.0G1855.1	EVM0020906.1
OG0010346	mikado.HiC_scaffold_15.0G1861.1	EVM0001576.1
OG0010347	mikado.HiC_scaffold_15.0G1864.1	EVM0022940.1
OG0010348	mikado.HiC_scaffold_15.0G1867.1	EVM0015023.1, EVM0019891.1
OG0010349	mikado.HiC_scaffold_15.0G1873.1	EVM0015167.1
OG0010350	mikado.HiC_scaffold_15.0G1880.1	EVM0007053.1
OG0010351	mikado.HiC_scaffold_15.0G1898.1	EVM0001447.1
OG0010352	mikado.HiC_scaffold_15.0G1918.1	EVM0003047.1, EVM0014595.1
OG0010353	mikado.HiC_scaffold_15.0G1920.1, mikado.HiC_scaffold_15.0G1921.1	EVM0022019.1
OG0010354	mikado.HiC_scaffold_15.0G1925.1	EVM0007795.1, EVM0004594.1
OG0010355	mikado.HiC_scaffold_15.0G1932.1	EVM0020852.1
OG0010356	mikado.HiC_scaffold_15.0G1934.1	EVM0004165.1
OG0010357	mikado.HiC_scaffold_15.0G1941.1	EVM0018826.1
OG0010358	mikado.HiC_scaffold_15.0G1951.1	EVM0005596.1
OG0010359	mikado.HiC_scaffold_15.0G1950.1	EVM0022838.1
OG0010360	mikado.HiC_scaffold_15.0G1953.1	EVM0021079.1
OG0010361	mikado.HiC_scaffold_15.0G1958.1	EVM0019270.1
OG0010362	mikado.HiC_scaffold_15.0G2142.1, mikado.HiC_scaffold_15.0G1959.1	EVM0010440.1
OG0010363	mikado.HiC_scaffold_15.0G1961.1	EVM0008822.1
OG0010364	mikado.HiC_scaffold_15.0G1966.1	EVM0003708.1
OG0010365	mikado.HiC_scaffold_15.0G1967.1	EVM0004305.1
OG0010366	mikado.HiC_scaffold_15.0G1969.1	EVM0005386.1
OG0010367	mikado.HiC_scaffold_15.0G1971.1	EVM0022476.1
OG0010368	mikado.HiC_scaffold_15.0G1972.2, mikado.HiC_scaffold_15.0G1972.1	EVM0005211.1
OG0010369	mikado.HiC_scaffold_15.0G1981.1	EVM0011914.1
OG0010370	mikado.HiC_scaffold_15.0G1982.1	EVM0022107.1
OG0010371	mikado.HiC_scaffold_15.0G1997.1	EVM0006838.1
OG0010372	mikado.HiC_scaffold_15.0G2003.1	EVM0018196.1
OG0010373	mikado.HiC_scaffold_15.0G2004.1	EVM0006050.1
OG0010374	mikado.HiC_scaffold_15.0G2011.1	EVM0013633.2
OG0010375	mikado.HiC_scaffold_15.0G2012.1	EVM0010180.1
OG0010376	mikado.HiC_scaffold_15.0G2013.1	EVM0005736.1
OG0010378	mikado.HiC_scaffold_15.0G2027.1	EVM0014482.1
OG0010379	mikado.HiC_scaffold_15.0G2028.1	EVM0021596.1
OG0010380	mikado.HiC_scaffold_15.0G2030.1	EVM0011401.1
OG0010381	mikado.HiC_scaffold_15.0G2031.2, mikado.HiC_scaffold_15.0G2031.1	EVM0018855.1
OG0010382	mikado.HiC_scaffold_15.0G2036.1	EVM0023829.1
OG0010383	mikado.HiC_scaffold_15.0G2043.1	EVM0000131.1
OG0010384	mikado.HiC_scaffold_15.0G2044.1	EVM0022037.1
OG0010385	mikado.HiC_scaffold_15.0G2045.1	EVM0023993.1
OG0010386	mikado.HiC_scaffold_15.0G2046.1	EVM0023943.1
OG0010387	mikado.HiC_scaffold_15.0G2047.1	EVM0004216.1
OG0010388	mikado.HiC_scaffold_15.0G2050.1	EVM0015676.1, EVM0022898.1
OG0010389	mikado.HiC_scaffold_15.0G2052.1	EVM0023462.1
OG0010390	mikado.HiC_scaffold_15.0G2055.1	EVM0010799.1
OG0010391	mikado.HiC_scaffold_15.0G2064.1	EVM0004635.1
OG0010392	mikado.HiC_scaffold_15.0G2065.1	EVM0020523.1
OG0010393	mikado.HiC_scaffold_15.0G2067.1	EVM0019940.1
OG0010394	mikado.HiC_scaffold_15.0G2068.1	EVM0014174.1
OG0010395	mikado.HiC_scaffold_15.0G2071.1	EVM0018006.1
OG0010396	mikado.HiC_scaffold_15.0G2072.1	EVM0020527.1
OG0010397	mikado.HiC_scaffold_15.0G2073.1	EVM0006988.1
OG0010398	mikado.HiC_scaffold_15.0G2076.1	EVM0017869.1
OG0010399	mikado.HiC_scaffold_15.0G2078.1	EVM0002804.1
OG0010400	mikado.HiC_scaffold_15.0G2083.1	EVM0005494.1
OG0010401	mikado.HiC_scaffold_15.0G2084.1	EVM0016528.1
OG0010402	mikado.HiC_scaffold_15.0G2085.1	EVM0015872.1
OG0010403	mikado.HiC_scaffold_15.0G2086.1	EVM0009753.1
