HOG	OG	Gene Tree Parent Clade	Azeb	Sbro	Tgra
N0.HOG0015715	OG0015005	-	mikado.HiC_scaffold_13.0G1368.1, mikado.HiC_scaffold_13.0G1368.2		
N0.HOG0015716	OG0015006	-	mikado.HiC_scaffold_13.0G1392.1		KUTeg_003455
N0.HOG0015717	OG0015007	-	mikado.HiC_scaffold_13.0G1407.1	EVM0004170.1	
N0.HOG0015718	OG0015008	-	mikado.HiC_scaffold_13.0G1433.1, mikado.HiC_scaffold_18.0G155.1		
N0.HOG0015719	OG0015009	-	mikado.HiC_scaffold_13.0G1468.1	EVM0002998.1	
N0.HOG0015720	OG0015010	-	mikado.HiC_scaffold_13.0G1478.1	EVM0012587.1	
N0.HOG0015721	OG0015011	-	mikado.HiC_scaffold_13.0G1493.1	EVM0004041.1	
N0.HOG0015722	OG0015012	-	mikado.HiC_scaffold_13.0G1499.1	EVM0016187.1	
N0.HOG0015723	OG0015013	-	mikado.HiC_scaffold_13.0G1510.1	EVM0009820.1	
N0.HOG0015724	OG0015014	-	mikado.HiC_scaffold_13.0G1516.1, mikado.HiC_scaffold_13.0G1515.1		
N0.HOG0015725	OG0015015	-	mikado.HiC_scaffold_13.0G1540.1	EVM0011309.1	
N0.HOG0015726	OG0015016	-	mikado.HiC_scaffold_13.0G1561.1	EVM0010699.1	
N0.HOG0015727	OG0015017	-	mikado.HiC_scaffold_13.0G1562.1	EVM0007232.1	
N0.HOG0015728	OG0015018	-	mikado.HiC_scaffold_133G5.1, mikado.HiC_scaffold_132G1.1		
N0.HOG0015729	OG0015019	-	mikado.HiC_scaffold_138G1.1, mikado.HiC_scaffold_21.0G838.1		
N0.HOG0015730	OG0015020	-	mikado.HiC_scaffold_14.0G6.1	EVM0017268.1	
N0.HOG0015731	OG0015021	-	mikado.HiC_scaffold_14.0G1234.1, mikado.HiC_scaffold_14.0G26.1		
N0.HOG0015732	OG0015022	-	mikado.HiC_scaffold_14.0G27.1	EVM0000491.1	
N0.HOG0015733	OG0015023	-	mikado.HiC_scaffold_14.0G31.1, mikado.HiC_scaffold_14.0G30.1		
N0.HOG0015734	OG0015024	-	mikado.HiC_scaffold_14.0G46.1		KUTeg_005362
N0.HOG0015735	OG0015025	-	mikado.HiC_scaffold_14.0G49.1	EVM0018599.1	
N0.HOG0015736	OG0015026	-	mikado.HiC_scaffold_14.0G55.1		KUTeg_004730
N0.HOG0015737	OG0015027	-	mikado.HiC_scaffold_14.0G62.1	EVM0007586.1	
N0.HOG0015738	OG0015028	-	mikado.HiC_scaffold_14.0G64.1	EVM0019037.1	
N0.HOG0015739	OG0015029	-	mikado.HiC_scaffold_14.0G88.1, mikado.HiC_scaffold_12.3160685G1563.1		
N0.HOG0015740	OG0015030	-	mikado.HiC_scaffold_14.0G92.1, mikado.HiC_scaffold_14.0G511.1		
N0.HOG0015741	OG0015031	-	mikado.HiC_scaffold_14.0G98.1	EVM0004806.1	
N0.HOG0015742	OG0015032	-	mikado.HiC_scaffold_14.0G100.1		KUTeg_004699
N0.HOG0015743	OG0015033	-	mikado.HiC_scaffold_14.0G103.1	EVM0004563.2	
N0.HOG0015744	OG0015034	-	mikado.HiC_scaffold_14.0G117.1		KUTeg_005550
N0.HOG0015745	OG0015035	-	mikado.HiC_scaffold_14.0G119.1, mikado.HiC_scaffold_14.0G120.1		
N0.HOG0015746	OG0015036	-	mikado.HiC_scaffold_14.0G128.1	EVM0023200.1	
N0.HOG0015747	OG0015037	-	mikado.HiC_scaffold_14.0G138.1		KUTeg_004905
N0.HOG0015748	OG0015038	-	mikado.HiC_scaffold_14.0G145.1		KUTeg_005075
N0.HOG0015749	OG0015039	-	mikado.HiC_scaffold_14.0G151.1	EVM0017377.1	
N0.HOG0015750	OG0015040	-	mikado.HiC_scaffold_14.0G155.1	EVM0006648.1	
N0.HOG0015751	OG0015041	-	mikado.HiC_scaffold_14.0G173.1, mikado.HiC_scaffold_14.0G173.2		
N0.HOG0015752	OG0015042	-	mikado.HiC_scaffold_14.0G182.2, mikado.HiC_scaffold_14.0G182.1		
N0.HOG0015753	OG0015043	-	mikado.HiC_scaffold_14.0G188.1, mikado.HiC_scaffold_14.0G187.1		
N0.HOG0015754	OG0015044	-	mikado.HiC_scaffold_14.0G193.1	EVM0022164.1	
N0.HOG0015755	OG0015045	-	mikado.HiC_scaffold_14.0G194.1, mikado.HiC_scaffold_14.0G195.1		
N0.HOG0015756	OG0015046	-	mikado.HiC_scaffold_14.0G196.1	EVM0012500.1	
N0.HOG0015757	OG0015047	-	mikado.HiC_scaffold_14.0G207.1	EVM0021779.1	
N0.HOG0015758	OG0015048	-	mikado.HiC_scaffold_14.0G208.1	EVM0020231.1	
N0.HOG0015759	OG0015049	-	mikado.HiC_scaffold_14.0G211.1	EVM0018199.1	
N0.HOG0015760	OG0015050	-	mikado.HiC_scaffold_14.0G226.1	EVM0014200.1	
N0.HOG0015761	OG0015051	-	mikado.HiC_scaffold_14.0G247.2, mikado.HiC_scaffold_14.0G247.1		
N0.HOG0015762	OG0015052	-	mikado.HiC_scaffold_14.0G248.1	EVM0004969.1	
N0.HOG0015763	OG0015053	-	mikado.HiC_scaffold_14.0G257.1		KUTeg_005331
N0.HOG0015764	OG0015054	-	mikado.HiC_scaffold_14.0G258.1		KUTeg_005461
N0.HOG0015765	OG0015055	-	mikado.HiC_scaffold_14.0G278.1, mikado.HiC_scaffold_14.0G279.1		
N0.HOG0015766	OG0015056	-	mikado.HiC_scaffold_14.0G286.1		KUTeg_004716
N0.HOG0015767	OG0015057	-	mikado.HiC_scaffold_14.0G292.1	EVM0021796.1	
N0.HOG0015768	OG0015058	-	mikado.HiC_scaffold_14.0G294.1	EVM0011686.1	
N0.HOG0015769	OG0015059	-	mikado.HiC_scaffold_14.0G307.1	EVM0014393.1	
N0.HOG0015770	OG0015060	-	mikado.HiC_scaffold_14.0G335.1		KUTeg_004972
N0.HOG0015771	OG0015061	-	mikado.HiC_scaffold_14.0G354.1	EVM0011322.1	
N0.HOG0015772	OG0015062	-	mikado.HiC_scaffold_14.0G356.1	EVM0006197.1	
N0.HOG0015773	OG0015063	-	mikado.HiC_scaffold_14.0G359.1		KUTeg_005344
N0.HOG0015774	OG0015064	-	mikado.HiC_scaffold_14.0G371.1	EVM0001034.1	
N0.HOG0015775	OG0015065	-	mikado.HiC_scaffold_14.0G377.1		KUTeg_004813
N0.HOG0015776	OG0015066	-	mikado.HiC_scaffold_14.0G387.1	EVM0015144.1	
N0.HOG0015777	OG0015067	-	mikado.HiC_scaffold_14.0G390.1	EVM0005847.1	
N0.HOG0015778	OG0015068	-	mikado.HiC_scaffold_14.0G407.1		KUTeg_004755
N0.HOG0015779	OG0015069	-	mikado.HiC_scaffold_14.0G420.1	EVM0005670.1	
N0.HOG0015780	OG0015070	-	mikado.HiC_scaffold_14.0G438.1	EVM0000320.1	
N0.HOG0015781	OG0015071	-	mikado.HiC_scaffold_14.0G443.1	EVM0005698.1	
N0.HOG0015782	OG0015072	-	mikado.HiC_scaffold_14.0G444.1	EVM0014968.1	
N0.HOG0015783	OG0015073	-	mikado.HiC_scaffold_14.0G445.1, mikado.HiC_scaffold_14.0G448.1		
N0.HOG0015784	OG0015074	-	mikado.HiC_scaffold_14.0G446.1, mikado.HiC_scaffold_14.0G447.1		
N0.HOG0015785	OG0015075	-	mikado.HiC_scaffold_14.0G461.1	EVM0009607.1	
N0.HOG0015786	OG0015076	-	mikado.HiC_scaffold_14.0G466.1	EVM0018823.1	
N0.HOG0015787	OG0015077	-	mikado.HiC_scaffold_14.0G505.1, mikado.HiC_scaffold_16.0G1729.1		
N0.HOG0015788	OG0015078	-	mikado.HiC_scaffold_14.0G560.1		KUTeg_005019
N0.HOG0015789	OG0015079	-	mikado.HiC_scaffold_14.0G566.1		KUTeg_005017
N0.HOG0015790	OG0015080	-	mikado.HiC_scaffold_14.0G567.1		KUTeg_005018
N0.HOG0015791	OG0015081	-	mikado.HiC_scaffold_14.0G580.1	EVM0004694.1	
N0.HOG0015792	OG0015082	-	mikado.HiC_scaffold_14.0G581.1	EVM0015190.1	
N0.HOG0015793	OG0015083	-	mikado.HiC_scaffold_14.0G589.1	EVM0000509.1	
N0.HOG0015794	OG0015084	-	mikado.HiC_scaffold_14.0G596.1	EVM0009462.1	
N0.HOG0015795	OG0015085	-	mikado.HiC_scaffold_14.0G600.1		KUTeg_004781
N0.HOG0015796	OG0015086	-	mikado.HiC_scaffold_14.0G601.1		KUTeg_004782
N0.HOG0015797	OG0015087	-	mikado.HiC_scaffold_14.0G602.1		KUTeg_004783
N0.HOG0015798	OG0015088	-	mikado.HiC_scaffold_14.0G612.1		KUTeg_005278
N0.HOG0015799	OG0015089	-	mikado.HiC_scaffold_14.0G638.1	EVM0017440.1	
N0.HOG0015800	OG0015090	-	mikado.HiC_scaffold_14.0G642.1, mikado.HiC_scaffold_17.0G78.1		
N0.HOG0015801	OG0015091	-	mikado.HiC_scaffold_14.0G669.1	EVM0014638.1	
N0.HOG0015802	OG0015092	-	mikado.HiC_scaffold_14.0G675.1	EVM0014978.1	
N0.HOG0015803	OG0015093	-	mikado.HiC_scaffold_14.0G683.1	EVM0012400.1	
N0.HOG0015804	OG0015094	-	mikado.HiC_scaffold_14.0G691.2, mikado.HiC_scaffold_14.0G691.1		
N0.HOG0015805	OG0015095	-	mikado.HiC_scaffold_14.0G692.1, mikado.HiC_scaffold_14.0G692.2		
N0.HOG0015806	OG0015096	-	mikado.HiC_scaffold_14.0G700.1		KUTeg_005618
N0.HOG0015807	OG0015097	-	mikado.HiC_scaffold_14.0G707.1, mikado.HiC_scaffold_14.0G702.1		
N0.HOG0015808	OG0015098	-	mikado.HiC_scaffold_14.0G703.1		KUTeg_005623
N0.HOG0015809	OG0015099	-	mikado.HiC_scaffold_14.0G723.1	EVM0004899.1	
N0.HOG0015810	OG0015100	-	mikado.HiC_scaffold_14.0G725.1, mikado.HiC_scaffold_14.0G727.1		
N0.HOG0015811	OG0015101	-	mikado.HiC_scaffold_14.0G752.1, mikado.HiC_scaffold_14.0G753.1		
N0.HOG0015812	OG0015102	-	mikado.HiC_scaffold_14.0G771.1, mikado.HiC_scaffold_14.0G772.1		
N0.HOG0015813	OG0015103	-	mikado.HiC_scaffold_4347G5.1, mikado.HiC_scaffold_14.0G774.1		
N0.HOG0015814	OG0015104	-	mikado.HiC_scaffold_14.0G779.1, mikado.HiC_scaffold_14.0G780.1		
N0.HOG0015815	OG0015105	-	mikado.HiC_scaffold_14.0G791.1	EVM0014676.1	
N0.HOG0015816	OG0015106	-	mikado.HiC_scaffold_14.0G798.1, mikado.HiC_scaffold_14.0G799.1		
N0.HOG0015817	OG0015107	-	mikado.HiC_scaffold_14.0G802.1		KUTeg_005070
N0.HOG0015818	OG0015108	-	mikado.HiC_scaffold_14.0G804.1	EVM0009874.1	
N0.HOG0015819	OG0015109	-	mikado.HiC_scaffold_14.0G808.1	EVM0011411.1	
N0.HOG0015820	OG0015110	-	mikado.HiC_scaffold_14.0G812.1	EVM0008717.1	
N0.HOG0015821	OG0015111	-	mikado.HiC_scaffold_14.0G817.1	EVM0004215.1	
N0.HOG0015822	OG0015112	-	mikado.HiC_scaffold_14.0G827.1		KUTeg_012441
N0.HOG0015823	OG0015113	-	mikado.HiC_scaffold_14.0G828.1		KUTeg_004723
N0.HOG0015824	OG0015114	-	mikado.HiC_scaffold_14.0G833.1	EVM0006375.1	
N0.HOG0015825	OG0015115	-	mikado.HiC_scaffold_14.0G836.1	EVM0012140.1	
N0.HOG0015826	OG0015116	-	mikado.HiC_scaffold_14.0G838.1	EVM0016791.1	
N0.HOG0015827	OG0015117	-	mikado.HiC_scaffold_14.0G863.1		KUTeg_005254
N0.HOG0015828	OG0015118	-	mikado.HiC_scaffold_14.0G864.1	EVM0007728.1	
N0.HOG0015829	OG0015119	-	mikado.HiC_scaffold_14.0G865.1	EVM0007741.1	
N0.HOG0015830	OG0015120	-	mikado.HiC_scaffold_14.0G867.1, mikado.HiC_scaffold_14.0G868.1		
N0.HOG0015831	OG0015121	-	mikado.HiC_scaffold_14.0G879.1, mikado.HiC_scaffold_14.0G1199.1		
N0.HOG0015832	OG0015122	-	mikado.HiC_scaffold_14.0G894.1, mikado.HiC_scaffold_14.0G890.1		
N0.HOG0015833	OG0015123	-	mikado.HiC_scaffold_14.0G895.1	EVM0000838.1	
N0.HOG0015834	OG0015124	-	mikado.HiC_scaffold_14.0G897.1		KUTeg_005390
N0.HOG0015835	OG0015125	-	mikado.HiC_scaffold_14.0G900.1	EVM0010979.1	
N0.HOG0015836	OG0015126	-	mikado.HiC_scaffold_14.0G905.1, mikado.HiC_scaffold_14.0G904.1		
N0.HOG0015837	OG0015127	-	mikado.HiC_scaffold_14.0G908.1	EVM0012053.1	
N0.HOG0015838	OG0015128	-	mikado.HiC_scaffold_14.0G909.1		KUTeg_000253
N0.HOG0015839	OG0015129	-	mikado.HiC_scaffold_14.0G923.1	EVM0017107.1	
N0.HOG0015840	OG0015130	-	mikado.HiC_scaffold_14.0G935.1	EVM0014509.1	
N0.HOG0015841	OG0015131	-	mikado.HiC_scaffold_14.0G961.1	EVM0018544.1	
N0.HOG0015842	OG0015132	-	mikado.HiC_scaffold_14.0G964.1	EVM0013990.1	
N0.HOG0015843	OG0015133	-	mikado.HiC_scaffold_14.0G979.1, mikado.HiC_scaffold_8.8335562G660.1		
N0.HOG0015844	OG0015134	-	mikado.HiC_scaffold_14.0G982.1, mikado.HiC_scaffold_14.0G981.1		
N0.HOG0015845	OG0015135	-	mikado.HiC_scaffold_14.0G985.1	EVM0020877.1	
N0.HOG0015846	OG0015136	-	mikado.HiC_scaffold_14.0G993.1	EVM0014960.1	
N0.HOG0015847	OG0015137	-	mikado.HiC_scaffold_14.0G1000.1	EVM0000453.1	
N0.HOG0015848	OG0015138	-	mikado.HiC_scaffold_14.0G1003.1	EVM0001467.1	
N0.HOG0015849	OG0015139	-	mikado.HiC_scaffold_14.0G1040.1	EVM0007946.1	
N0.HOG0015850	OG0015140	-	mikado.HiC_scaffold_14.0G1043.1	EVM0001640.1	
N0.HOG0015851	OG0015141	-	mikado.HiC_scaffold_14.0G1073.1		KUTeg_005066
N0.HOG0015852	OG0015142	-	mikado.HiC_scaffold_14.0G1075.1	EVM0013627.1	
N0.HOG0015853	OG0015143	-	mikado.HiC_scaffold_14.0G1078.1	EVM0022149.1	
N0.HOG0015854	OG0015144	-	mikado.HiC_scaffold_14.0G1084.1	EVM0009337.1	
N0.HOG0015855	OG0015145	-	mikado.HiC_scaffold_14.0G1112.1	EVM0012622.1	
N0.HOG0015856	OG0015146	-	mikado.HiC_scaffold_14.0G1132.1	EVM0006763.1	
N0.HOG0015857	OG0015147	-	mikado.HiC_scaffold_14.0G1140.1		KUTeg_005117
N0.HOG0015858	OG0015148	-	mikado.HiC_scaffold_14.0G1144.1, mikado.HiC_scaffold_14.0G1141.1		
N0.HOG0015859	OG0015149	-	mikado.HiC_scaffold_14.0G1145.1		KUTeg_005111
N0.HOG0015860	OG0015150	-	mikado.HiC_scaffold_14.0G1147.1		KUTeg_004747
N0.HOG0015861	OG0015151	-	mikado.HiC_scaffold_14.0G1154.1		KUTeg_005507
N0.HOG0015862	OG0015152	-	mikado.HiC_scaffold_14.0G1156.1, mikado.HiC_scaffold_14.0G1155.1		
N0.HOG0015863	OG0015153	-	mikado.HiC_scaffold_8.8335562G309.1, mikado.HiC_scaffold_14.0G1158.1		
N0.HOG0015864	OG0015154	-	mikado.HiC_scaffold_14.0G1171.1	EVM0000625.1	
N0.HOG0015865	OG0015155	-	mikado.HiC_scaffold_14.0G1188.1		KUTeg_004741
N0.HOG0015866	OG0015156	-	mikado.HiC_scaffold_14.0G1191.1	EVM0013035.1	
N0.HOG0015867	OG0015157	-	mikado.HiC_scaffold_14.0G1192.1	EVM0019043.1	
N0.HOG0015868	OG0015158	-	mikado.HiC_scaffold_14.0G1198.1	EVM0006796.1	
N0.HOG0015869	OG0015159	-	mikado.HiC_scaffold_14.0G1216.1	EVM0014517.1	
N0.HOG0015870	OG0015160	-	mikado.HiC_scaffold_14.0G1218.1	EVM0019174.1	
N0.HOG0015871	OG0015161	-	mikado.HiC_scaffold_14.0G1233.1	EVM0001588.1	
N0.HOG0015872	OG0015162	-	mikado.HiC_scaffold_14.0G1236.1	EVM0014056.1	
N0.HOG0015873	OG0015163	-	mikado.HiC_scaffold_14.0G1239.1	EVM0001589.1	
N0.HOG0015874	OG0015164	-	mikado.HiC_scaffold_14.0G1246.1	EVM0010600.1	
N0.HOG0015875	OG0015165	-	mikado.HiC_scaffold_14.0G1258.1		KUTeg_004852
N0.HOG0015876	OG0015166	-	mikado.HiC_scaffold_14.0G1282.1		KUTeg_005428
N0.HOG0015877	OG0015167	-	mikado.HiC_scaffold_14.0G1285.1		KUTeg_005388
N0.HOG0015878	OG0015168	-	mikado.HiC_scaffold_14.0G1288.1	EVM0009511.1	
N0.HOG0015879	OG0015169	-	mikado.HiC_scaffold_14.0G1289.1	EVM0001631.1	
N0.HOG0015880	OG0015170	-	mikado.HiC_scaffold_14.0G1290.1	EVM0007045.1	
N0.HOG0015881	OG0015171	-	mikado.HiC_scaffold_15.0G1.1	EVM0016193.1	
N0.HOG0015882	OG0015172	-	mikado.HiC_scaffold_15.0G1755.1, mikado.HiC_scaffold_15.0G3.1		
N0.HOG0015883	OG0015173	-	mikado.HiC_scaffold_15.0G5.1, mikado.HiC_scaffold_17.0G540.1		
N0.HOG0015884	OG0015174	-	mikado.HiC_scaffold_15.0G10.1	EVM0001208.1	
N0.HOG0015885	OG0015175	-	mikado.HiC_scaffold_15.0G12.1		KUTeg_011292
N0.HOG0015886	OG0015176	-	mikado.HiC_scaffold_15.0G17.1	EVM0009757.1	
N0.HOG0015887	OG0015177	-	mikado.HiC_scaffold_15.0G28.1, mikado.HiC_scaffold_15.0G29.1		
N0.HOG0015888	OG0015178	-	mikado.HiC_scaffold_15.0G40.1	EVM0022804.1	
N0.HOG0015889	OG0015179	-	mikado.HiC_scaffold_15.0G54.1	EVM0009032.1	
N0.HOG0015890	OG0015180	-	mikado.HiC_scaffold_15.0G63.1	EVM0016249.1	
N0.HOG0015891	OG0015181	-	mikado.HiC_scaffold_15.0G79.1	EVM0006680.1	
N0.HOG0015892	OG0015182	-	mikado.HiC_scaffold_15.0G83.1	EVM0003579.1	
N0.HOG0015893	OG0015183	-	mikado.HiC_scaffold_15.0G88.1		KUTeg_020594
N0.HOG0015894	OG0015184	-	mikado.HiC_scaffold_15.0G92.1	EVM0005930.1	
N0.HOG0015895	OG0015185	-	mikado.HiC_scaffold_15.0G93.1	EVM0009446.1	
N0.HOG0015896	OG0015186	-	mikado.HiC_scaffold_15.0G97.1	EVM0017191.1	
N0.HOG0015897	OG0015187	-	mikado.HiC_scaffold_15.0G101.1	EVM0016495.1	
N0.HOG0015898	OG0015188	-	mikado.HiC_scaffold_15.0G125.1	EVM0015370.1	
N0.HOG0015899	OG0015189	-	mikado.HiC_scaffold_15.0G130.1	EVM0011310.1	
N0.HOG0015900	OG0015190	-	mikado.HiC_scaffold_15.0G136.1		KUTeg_020687
N0.HOG0015901	OG0015191	-	mikado.HiC_scaffold_15.0G147.1	EVM0021334.1	
N0.HOG0015902	OG0015192	-	mikado.HiC_scaffold_15.0G157.1	EVM0012694.1	
N0.HOG0015903	OG0015193	-	mikado.HiC_scaffold_15.0G176.1, mikado.HiC_scaffold_18.0G1131.1		
N0.HOG0015904	OG0015194	-	mikado.HiC_scaffold_15.0G178.1	EVM0016584.1	
N0.HOG0015905	OG0015195	-	mikado.HiC_scaffold_15.0G194.1		KUTeg_022132
N0.HOG0015906	OG0015196	-	mikado.HiC_scaffold_15.0G197.1	EVM0012178.1	
N0.HOG0015907	OG0015197	-	mikado.HiC_scaffold_15.0G214.1, mikado.HiC_scaffold_15.0G217.1		
N0.HOG0015908	OG0015198	-	mikado.HiC_scaffold_15.0G215.1, mikado.HiC_scaffold_15.0G216.1		
N0.HOG0015909	OG0015199	-	mikado.HiC_scaffold_15.0G233.1	EVM0016897.1	
N0.HOG0015910	OG0015200	-	mikado.HiC_scaffold_15.0G1451.1, mikado.HiC_scaffold_15.0G241.1		
N0.HOG0015911	OG0015201	-	mikado.HiC_scaffold_15.0G244.1	EVM0006164.1	
N0.HOG0015912	OG0015202	-	mikado.HiC_scaffold_15.0G246.1	EVM0013259.1	
N0.HOG0015913	OG0015203	-	mikado.HiC_scaffold_15.0G265.1	EVM0007403.1	
N0.HOG0015914	OG0015204	-	mikado.HiC_scaffold_15.0G273.1	EVM0004102.1	
N0.HOG0015915	OG0015205	-	mikado.HiC_scaffold_15.0G275.1		KUTeg_021237
N0.HOG0015916	OG0015206	-	mikado.HiC_scaffold_15.0G279.1	EVM0009994.1	
N0.HOG0015917	OG0015207	-	mikado.HiC_scaffold_15.0G281.1	EVM0011023.1	
N0.HOG0015918	OG0015208	-	mikado.HiC_scaffold_15.0G282.1		KUTeg_021324
N0.HOG0015919	OG0015209	-	mikado.HiC_scaffold_15.0G305.1	EVM0018584.1	
N0.HOG0015920	OG0015210	-	mikado.HiC_scaffold_15.0G316.1	EVM0019929.1	
N0.HOG0015921	OG0015211	-	mikado.HiC_scaffold_15.0G320.1	EVM0019291.1	
N0.HOG0015922	OG0015212	-	mikado.HiC_scaffold_15.0G342.1	EVM0015053.1	
N0.HOG0015923	OG0015213	-	mikado.HiC_scaffold_15.0G345.1	EVM0014002.1	
N0.HOG0015924	OG0015214	-	mikado.HiC_scaffold_15.0G352.1	EVM0007296.1	
N0.HOG0015925	OG0015215	-	mikado.HiC_scaffold_15.0G359.1	EVM0013682.1	
N0.HOG0015926	OG0015216	-	mikado.HiC_scaffold_15.0G368.1		KUTeg_012705
N0.HOG0015927	OG0015217	-	mikado.HiC_scaffold_15.0G369.1		KUTeg_012706
N0.HOG0015928	OG0015218	-	mikado.HiC_scaffold_15.0G370.1		KUTeg_012707
N0.HOG0015929	OG0015219	-	mikado.HiC_scaffold_15.0G392.1		KUTeg_011619
N0.HOG0015930	OG0015220	-	mikado.HiC_scaffold_15.0G403.1	EVM0002240.1	
N0.HOG0015931	OG0015221	-	mikado.HiC_scaffold_15.0G406.1	EVM0019729.1	
N0.HOG0015932	OG0015222	-	mikado.HiC_scaffold_15.0G419.1	EVM0005975.1	
N0.HOG0015933	OG0015223	-	mikado.HiC_scaffold_15.0G421.1	EVM0022435.1	
N0.HOG0015934	OG0015224	-	mikado.HiC_scaffold_15.0G423.1	EVM0014620.1	
N0.HOG0015935	OG0015225	-	mikado.HiC_scaffold_19.0G44.1, mikado.HiC_scaffold_15.0G425.1		
N0.HOG0015936	OG0015226	-	mikado.HiC_scaffold_15.0G456.1	EVM0002974.1	
N0.HOG0015937	OG0015227	-	mikado.HiC_scaffold_15.0G461.1	EVM0020402.1	
N0.HOG0015938	OG0015228	-	mikado.HiC_scaffold_15.0G465.1		KUTeg_020306
N0.HOG0015939	OG0015229	-	mikado.HiC_scaffold_15.0G469.1	EVM0008295.1	
N0.HOG0015940	OG0015230	-	mikado.HiC_scaffold_15.0G504.1	EVM0000366.1	
N0.HOG0015941	OG0015231	-	mikado.HiC_scaffold_15.0G505.1		KUTeg_020175
N0.HOG0015942	OG0015232	-	mikado.HiC_scaffold_15.0G521.1	EVM0021249.1	
N0.HOG0015943	OG0015233	-	mikado.HiC_scaffold_15.0G543.1	EVM0017834.1	
N0.HOG0015944	OG0015234	-	mikado.HiC_scaffold_15.0G549.1	EVM0018971.1	
N0.HOG0015945	OG0015235	-	mikado.HiC_scaffold_15.0G553.1	EVM0015189.1	
N0.HOG0015946	OG0015236	-	mikado.HiC_scaffold_15.0G554.1	EVM0003750.1	
N0.HOG0015947	OG0015237	-	mikado.HiC_scaffold_15.0G565.1		KUTeg_012247
N0.HOG0015948	OG0015238	-	mikado.HiC_scaffold_15.0G567.1, mikado.HiC_scaffold_15.0G1304.1		
N0.HOG0015949	OG0015239	-	mikado.HiC_scaffold_15.0G586.1	EVM0004758.1	
N0.HOG0015950	OG0015240	-	mikado.HiC_scaffold_15.0G590.1	EVM0023436.1	
N0.HOG0015951	OG0015241	-	mikado.HiC_scaffold_15.0G621.1	EVM0012658.1	
N0.HOG0015952	OG0015242	-	mikado.HiC_scaffold_15.0G623.1		KUTeg_020545
N0.HOG0015953	OG0015243	-	mikado.HiC_scaffold_15.0G649.1	EVM0011640.1	
N0.HOG0015954	OG0015244	-	mikado.HiC_scaffold_15.0G654.1	EVM0009255.1	
N0.HOG0015955	OG0015245	-	mikado.HiC_scaffold_15.0G2132.1, mikado.HiC_scaffold_15.0G659.1		
N0.HOG0015956	OG0015246	-	mikado.HiC_scaffold_15.0G669.1	EVM0003573.1	
N0.HOG0015957	OG0015247	-	mikado.HiC_scaffold_15.0G673.1, mikado.HiC_scaffold_15.0G674.1		
N0.HOG0015958	OG0015248	-	mikado.HiC_scaffold_15.0G685.1		KUTeg_020914
N0.HOG0015959	OG0015249	-	mikado.HiC_scaffold_15.0G690.1	EVM0020688.1	
N0.HOG0015960	OG0015250	-	mikado.HiC_scaffold_15.0G697.1	EVM0023785.1	
N0.HOG0015961	OG0015251	-	mikado.HiC_scaffold_15.0G699.1	EVM0009587.1	
N0.HOG0015962	OG0015252	-	mikado.HiC_scaffold_15.0G716.1, mikado.HiC_scaffold_15.0G1039.1		
N0.HOG0015963	OG0015253	-	mikado.HiC_scaffold_15.0G721.1	EVM0014166.1	
N0.HOG0015964	OG0015254	-	mikado.HiC_scaffold_15.0G723.1	EVM0003654.1	
N0.HOG0015965	OG0015255	-	mikado.HiC_scaffold_15.0G732.1	EVM0005034.1	
N0.HOG0015966	OG0015256	-	mikado.HiC_scaffold_15.0G739.1	EVM0020291.1	
N0.HOG0015967	OG0015257	-	mikado.HiC_scaffold_15.0G746.1		KUTeg_020425
N0.HOG0015968	OG0015258	-	mikado.HiC_scaffold_15.0G755.1	EVM0004265.1	
N0.HOG0015969	OG0015259	-	mikado.HiC_scaffold_15.0G756.1	EVM0002599.1	
N0.HOG0015970	OG0015260	-	mikado.HiC_scaffold_15.0G760.1		KUTeg_001788
N0.HOG0015971	OG0015261	-	mikado.HiC_scaffold_15.0G772.1	EVM0007769.1	
N0.HOG0015972	OG0015262	-	mikado.HiC_scaffold_15.0G786.1		KUTeg_020477
N0.HOG0015973	OG0015263	-	mikado.HiC_scaffold_15.0G808.1		KUTeg_021176
N0.HOG0015974	OG0015264	-	mikado.HiC_scaffold_15.0G821.1	EVM0017738.1	
N0.HOG0015975	OG0015265	-	mikado.HiC_scaffold_15.0G835.1		KUTeg_020320
N0.HOG0015976	OG0015266	-	mikado.HiC_scaffold_15.0G836.1	EVM0010027.1	
N0.HOG0015977	OG0015267	-	mikado.HiC_scaffold_15.0G849.1	EVM0017046.1	
N0.HOG0015978	OG0015268	-	mikado.HiC_scaffold_15.0G864.1, mikado.HiC_scaffold_15.0G861.1		
N0.HOG0015979	OG0015269	-	mikado.HiC_scaffold_15.0G874.1	EVM0003311.1	
N0.HOG0015980	OG0015270	-	mikado.HiC_scaffold_15.0G878.1, mikado.HiC_scaffold_15.0G877.1		
N0.HOG0015981	OG0015271	-	mikado.HiC_scaffold_15.0G883.1	EVM0004092.1	
N0.HOG0015982	OG0015272	-	mikado.HiC_scaffold_15.0G889.1	EVM0021171.1	
N0.HOG0015983	OG0015273	-	mikado.HiC_scaffold_15.0G911.1		KUTeg_020854
N0.HOG0015984	OG0015274	-	mikado.HiC_scaffold_15.0G949.1	EVM0023059.1	
N0.HOG0015985	OG0015275	-	mikado.HiC_scaffold_15.0G960.1		KUTeg_021349
N0.HOG0015986	OG0015276	-	mikado.HiC_scaffold_15.0G969.1	EVM0013003.1	
