HOG	OG	Gene Tree Parent Clade	Azeb	Sbro	Tgra
N1.HOG0007557	OG0016866	-		EVM0020829.1	KUTeg_007532
N1.HOG0007558	OG0016867	-		EVM0007276.1, EVM0015168.1	
N1.HOG0007559	OG0016868	-		EVM0004300.1	KUTeg_007695
N1.HOG0007560	OG0016869	-		EVM0013937.1	KUTeg_007315
N1.HOG0007561	OG0016870	-		EVM0008528.1	KUTeg_006693
N1.HOG0007562	OG0016871	-		EVM0015618.1	KUTeg_006691
N1.HOG0007563	OG0016872	-		EVM0001538.1	KUTeg_007806
N1.HOG0007564	OG0016873	-		EVM0005448.1, EVM0011080.1	
N1.HOG0007565	OG0016874	-		EVM0014243.1	KUTeg_009544
N1.HOG0007566	OG0016875	-		EVM0011131.1	KUTeg_009540
N1.HOG0007567	OG0016876	-		EVM0002492.1	KUTeg_009669
N1.HOG0007568	OG0016877	-		EVM0002883.1	KUTeg_010100
N1.HOG0007569	OG0016878	-		EVM0005148.1	KUTeg_010097
N1.HOG0007570	OG0016879	-		EVM0011400.1, EVM0000528.1	
N1.HOG0007571	OG0016880	-		EVM0014191.1	KUTeg_010367
N1.HOG0007572	OG0016881	-		EVM0000367.1	KUTeg_010241
N1.HOG0007573	OG0016882	-		EVM0006734.1, EVM0009627.1	
N1.HOG0007574	OG0016883	-		EVM0013671.1	KUTeg_009501
N1.HOG0007575	OG0016884	-		EVM0009922.1	KUTeg_010348
N1.HOG0007576	OG0016885	-		EVM0001629.1	KUTeg_009768
N1.HOG0007577	OG0016886	-		EVM0006064.1	KUTeg_010054
N1.HOG0007578	OG0016887	-		EVM0023478.1	KUTeg_010384
N1.HOG0007579	OG0016888	-		EVM0016181.1	KUTeg_009666
N1.HOG0007580	OG0016889	-		EVM0002374.1, EVM0006985.1	
N1.HOG0007581	OG0016890	-		EVM0009509.1	KUTeg_009978
N1.HOG0007582	OG0016891	-		EVM0023897.1	KUTeg_009717
N1.HOG0007583	OG0016892	-		EVM0020908.1	KUTeg_018709
N1.HOG0007584	OG0016893	-		EVM0018865.1, EVM0008227.1	
N1.HOG0007585	OG0016894	-		EVM0017973.1, EVM0007105.1	
N1.HOG0007586	OG0016895	-		EVM0009383.1	KUTeg_009988
N1.HOG0007587	OG0016896	-		EVM0000937.1	KUTeg_009731
N1.HOG0007588	OG0016897	-		EVM0004785.1	KUTeg_014846
N1.HOG0007589	OG0016898	-		EVM0019822.1, EVM0000674.1	
N1.HOG0007590	OG0016899	-		EVM0013531.1	KUTeg_010333
N1.HOG0007591	OG0016900	-		EVM0017426.1	KUTeg_009701
N1.HOG0007592	OG0016901	-		EVM0018875.1	KUTeg_009527
N1.HOG0007593	OG0016902	-		EVM0019232.1	KUTeg_010267
N1.HOG0007594	OG0016903	-		EVM0010682.1	KUTeg_010378
N1.HOG0007595	OG0016904	-		EVM0009376.1	KUTeg_010377
N1.HOG0007596	OG0016905	-		EVM0022069.1	KUTeg_009847
N1.HOG0007597	OG0016906	-		EVM0015416.1, EVM0021696.1	
N1.HOG0007598	OG0016907	-		EVM0016543.1	KUTeg_009833
N1.HOG0007599	OG0016908	-		EVM0000498.1	KUTeg_009448
N1.HOG0007600	OG0016909	-		EVM0004650.1	KUTeg_009820
N1.HOG0007601	OG0016910	-		EVM0008187.1	KUTeg_010428
N1.HOG0007602	OG0016911	-		EVM0020543.1	KUTeg_009974
N1.HOG0007603	OG0016912	-		EVM0011941.1	KUTeg_009487
N1.HOG0007604	OG0016913	-		EVM0020637.1	KUTeg_009486
N1.HOG0007605	OG0016914	-		EVM0005314.2	KUTeg_009485
N1.HOG0007606	OG0016915	-		EVM0008994.1	KUTeg_000656
N1.HOG0007607	OG0016916	-		EVM0014445.1, EVM0013147.1	
N1.HOG0007608	OG0016917	-		EVM0000688.1	KUTeg_010470
N1.HOG0007609	OG0016918	-		EVM0016208.2	KUTeg_010031
N1.HOG0007610	OG0016919	-		EVM0009120.1	KUTeg_009604
N1.HOG0007611	OG0016920	-		EVM0022716.1	KUTeg_009602
N1.HOG0007612	OG0016921	-		EVM0012497.1, EVM0014877.1	
N1.HOG0007613	OG0016922	-		EVM0014521.1	KUTeg_010217
N1.HOG0007614	OG0016923	-		EVM0004037.1	KUTeg_010156
N1.HOG0007615	OG0016924	-		EVM0018335.1	KUTeg_001876
N1.HOG0007616	OG0016925	-		EVM0004052.1	KUTeg_010220
N1.HOG0007617	OG0016926	-		EVM0007818.1	KUTeg_009462
N1.HOG0007618	OG0016927	-		EVM0002484.1	KUTeg_010476
N1.HOG0007619	OG0016928	-		EVM0019191.1	KUTeg_010362
N1.HOG0007620	OG0016929	-		EVM0008987.1	KUTeg_009644
N1.HOG0007621	OG0016930	-		EVM0011164.1	KUTeg_009408
N1.HOG0007622	OG0016931	-		EVM0009779.1	KUTeg_009549
N1.HOG0007623	OG0016932	-		EVM0020844.1, EVM0018030.1	
N1.HOG0007624	OG0016933	-		EVM0017579.1, EVM0008745.1	
N1.HOG0007625	OG0016934	-		EVM0012474.1, EVM0002800.1	
N1.HOG0007626	OG0016935	-		EVM0009294.1	KUTeg_024441
N1.HOG0007627	OG0016936	-		EVM0009326.1, EVM0019035.1	
N1.HOG0007628	OG0016937	-		EVM0021142.1	KUTeg_024303
N1.HOG0007629	OG0016938	-		EVM0001055.1	KUTeg_024300
N1.HOG0007630	OG0016939	-		EVM0018858.1	KUTeg_024589
N1.HOG0007631	OG0016940	-		EVM0011426.1	KUTeg_024593
N1.HOG0007632	OG0016941	-		EVM0008969.1	KUTeg_023995
N1.HOG0007633	OG0016942	-		EVM0019800.1	KUTeg_024781
N1.HOG0007634	OG0016943	-		EVM0008339.1	KUTeg_023912
N1.HOG0007635	OG0016944	-		EVM0021102.1	KUTeg_024053
N1.HOG0007636	OG0016945	-		EVM0010408.1	KUTeg_024835
N1.HOG0007637	OG0016946	-		EVM0018362.1	KUTeg_024969
N1.HOG0007638	OG0016947	-		EVM0000336.1	KUTeg_024579
N1.HOG0007639	OG0016948	-		EVM0020751.1	KUTeg_024143
N1.HOG0007640	OG0016949	-		EVM0018397.1, EVM0006979.1	
N1.HOG0007641	OG0016950	-		EVM0022277.1, EVM0001506.1	
N1.HOG0007642	OG0016951	-		EVM0011970.1, EVM0014606.1	
N1.HOG0007643	OG0016952	-		EVM0022549.1, EVM0020378.1	
N1.HOG0007644	OG0016953	-		EVM0020944.1	KUTeg_024550
N1.HOG0007645	OG0016954	-		EVM0003061.1	KUTeg_024549
N1.HOG0007646	OG0016955	-		EVM0003599.1	KUTeg_024072
N1.HOG0007647	OG0016956	-		EVM0009834.1	KUTeg_024510
N1.HOG0007648	OG0016957	-		EVM0009151.1	KUTeg_024440
N1.HOG0007649	OG0016958	-		EVM0019914.1	KUTeg_024399
N1.HOG0007650	OG0016959	-		EVM0010555.1	KUTeg_024683
N1.HOG0007651	OG0016960	-		EVM0001305.1	KUTeg_024238
N1.HOG0007652	OG0016961	-		EVM0023084.1	KUTeg_025017
N1.HOG0007653	OG0016962	-		EVM0009089.1	KUTeg_024709
N1.HOG0007654	OG0016963	-		EVM0023586.1	KUTeg_011239
N1.HOG0007655	OG0016964	-		EVM0001369.1	KUTeg_024633
N1.HOG0007656	OG0016965	-		EVM0005351.1, EVM0016126.1	
N1.HOG0007657	OG0016966	-		EVM0004472.1, EVM0009288.1	
N1.HOG0007658	OG0016967	-		EVM0005055.1	KUTeg_024842
N1.HOG0007659	OG0016968	-		EVM0001799.1	KUTeg_012106
N1.HOG0007660	OG0016969	-		EVM0002943.1, EVM0022670.1	
N1.HOG0007661	OG0016970	-		EVM0015446.1, EVM0008423.1	
N1.HOG0007662	OG0016971	-		EVM0003422.1, EVM0014984.1	
N1.HOG0007663	OG0016972	-		EVM0014373.1	KUTeg_024328
N1.HOG0007664	OG0016973	-		EVM0007083.1	KUTeg_024325
N1.HOG0007665	OG0016974	-		EVM0000003.1	KUTeg_024721
N1.HOG0007666	OG0016975	-		EVM0001705.1	KUTeg_024894
N1.HOG0007667	OG0016976	-		EVM0022199.1	KUTeg_024025
N1.HOG0007668	OG0016977	-		EVM0023034.1	KUTeg_014681
N1.HOG0007669	OG0016978	-		EVM0019041.1, EVM0016892.1	
N1.HOG0007670	OG0016979	-		EVM0004875.1, EVM0000849.1	
N1.HOG0007671	OG0016980	-		EVM0013424.1	KUTeg_025013
N1.HOG0007672	OG0016981	-		EVM0010768.1	KUTeg_024058
N1.HOG0007673	OG0016982	-		EVM0016716.1	KUTeg_001202
N1.HOG0007674	OG0016983	-		EVM0017384.1	KUTeg_024164
N1.HOG0007675	OG0016984	-		EVM0014890.1	KUTeg_024487
N1.HOG0007676	OG0016985	-		EVM0001987.1	KUTeg_024761
N1.HOG0007677	OG0016986	-		EVM0023476.1	KUTeg_024817
N1.HOG0007678	OG0016987	-		EVM0012588.1	KUTeg_024084
N1.HOG0007679	OG0016988	-		EVM0015565.1, EVM0007011.1	
N1.HOG0007680	OG0016989	-		EVM0013518.1	KUTeg_024568
N1.HOG0007681	OG0016990	-		EVM0021919.1	KUTeg_024554
N1.HOG0007682	OG0016991	-		EVM0004181.1	KUTeg_024674
N1.HOG0007683	OG0016992	-		EVM0021991.1	KUTeg_004740
N1.HOG0007684	OG0016993	-		EVM0021314.1	KUTeg_005374
N1.HOG0007685	OG0016994	-		EVM0003827.1	KUTeg_005442
N1.HOG0007686	OG0016995	-		EVM0021018.1	KUTeg_005080
N1.HOG0007687	OG0016996	-		EVM0010072.1	KUTeg_004948
N1.HOG0007688	OG0016997	-		EVM0018719.1	KUTeg_004945
N1.HOG0007689	OG0016998	-		EVM0019074.1	KUTeg_018784
N1.HOG0007690	OG0016999	-		EVM0003291.1	KUTeg_005419
N1.HOG0007691	OG0017000	-		EVM0002670.1	KUTeg_005416
N1.HOG0007692	OG0017001	-		EVM0022784.1, EVM0004993.1	
N1.HOG0007693	OG0017002	-		EVM0019162.1	KUTeg_000173
N1.HOG0007694	OG0017003	-		EVM0017902.1	KUTeg_005188
N1.HOG0007695	OG0017004	-		EVM0006370.1, EVM0009024.1	
N1.HOG0007696	OG0017005	-		EVM0000976.1, EVM0021081.1	
N1.HOG0007697	OG0017006	-		EVM0003551.1	KUTeg_004868
N1.HOG0007698	OG0017007	-		EVM0008689.1	KUTeg_004867
N1.HOG0007699	OG0017008	-		EVM0009524.1, EVM0022125.1	
N1.HOG0007700	OG0017009	-		EVM0020317.1	KUTeg_004968
N1.HOG0007701	OG0017010	-		EVM0017779.1, EVM0011402.1	
N1.HOG0007702	OG0017011	-		EVM0023421.1	KUTeg_004773
N1.HOG0007703	OG0017012	-		EVM0018292.1, EVM0005922.1	
N1.HOG0007704	OG0017013	-		EVM0000497.1	KUTeg_005552
N1.HOG0007705	OG0017014	-		EVM0003283.1	KUTeg_005313
N1.HOG0007706	OG0017015	-		EVM0003946.1	KUTeg_005402
N1.HOG0007707	OG0017016	-		EVM0013216.1	KUTeg_005262
N1.HOG0007708	OG0017017	-		EVM0008183.1	KUTeg_005269
N1.HOG0007709	OG0017018	-		EVM0021063.1	KUTeg_004871
N1.HOG0007710	OG0017019	-		EVM0024019.1	KUTeg_004876
N1.HOG0007711	OG0017020	-		EVM0006995.1	KUTeg_004701
N1.HOG0007712	OG0017021	-		EVM0020886.1, EVM0011173.1	
N1.HOG0007713	OG0017022	-		EVM0007632.1	KUTeg_018202
N1.HOG0007714	OG0017023	-		EVM0020025.1, EVM0018215.1	
N1.HOG0007715	OG0017024	-		EVM0003608.1	KUTeg_004884
N1.HOG0007716	OG0017025	-		EVM0012045.1	KUTeg_005093
N1.HOG0007717	OG0017026	-		EVM0008979.1	KUTeg_005369
N1.HOG0007718	OG0017027	-		EVM0008058.1	KUTeg_005368
N1.HOG0007719	OG0017028	-		EVM0012661.1, EVM0022730.1	
N1.HOG0007720	OG0017029	-		EVM0013368.1, EVM0004778.1	
N1.HOG0007721	OG0017030	-		EVM0006399.1, EVM0019508.1	
N1.HOG0007722	OG0017031	-		EVM0023529.1, EVM0001303.1	
N1.HOG0007723	OG0017032	-		EVM0014540.1, EVM0005174.1	
N1.HOG0007724	OG0017033	-		EVM0019949.1	KUTeg_004892
N1.HOG0007725	OG0017034	-		EVM0013624.1	KUTeg_005149
N1.HOG0007726	OG0017035	-		EVM0007409.1	KUTeg_004787
N1.HOG0007727	OG0017036	-		EVM0022566.1	KUTeg_004792
N1.HOG0007728	OG0017037	-		EVM0017593.1	KUTeg_004841
N1.HOG0007729	OG0017038	-		EVM0011682.1	KUTeg_005162
N1.HOG0007730	OG0017039	-		EVM0018864.1	KUTeg_005161
N1.HOG0007731	OG0017040	-		EVM0016322.1	KUTeg_005343
N1.HOG0007732	OG0017041	-		EVM0013564.1	KUTeg_004756
N1.HOG0007733	OG0017042	-		EVM0016392.1	KUTeg_004944
N1.HOG0007734	OG0017043	-		EVM0021784.2	KUTeg_004939
N1.HOG0007735	OG0017044	-		EVM0004281.1	KUTeg_004941
N1.HOG0007736	OG0017045	-		EVM0012424.1	KUTeg_012656
N1.HOG0007737	OG0017046	-		EVM0003857.1, EVM0006981.1	
N1.HOG0007738	OG0017047	-		EVM0011788.1	KUTeg_012313
N1.HOG0007739	OG0017048	-		EVM0021750.1	KUTeg_012320
N1.HOG0007740	OG0017049	-		EVM0006778.1	KUTeg_012318
N1.HOG0007741	OG0017050	-		EVM0002146.1	KUTeg_012317
N1.HOG0007742	OG0017051	-		EVM0014233.1	KUTeg_011682
N1.HOG0007743	OG0017052	-		EVM0015794.1, EVM0021181.1	
N1.HOG0007744	OG0017053	-		EVM0010177.1, EVM0020444.1	
N1.HOG0007745	OG0017054	-		EVM0013706.1, EVM0011938.1	
N1.HOG0007746	OG0017055	-		EVM0023882.1	KUTeg_013551
N1.HOG0007747	OG0017056	-		EVM0015695.1	KUTeg_018624
N1.HOG0007748	OG0017057	-		EVM0022969.1	KUTeg_018621
N1.HOG0007749	OG0017058	-		EVM0013575.1	KUTeg_012355
N1.HOG0007750	OG0017059	-		EVM0016165.1	KUTeg_012131
N1.HOG0007751	OG0017060	-		EVM0005774.1	KUTeg_012140
N1.HOG0007752	OG0017061	-		EVM0021070.1, EVM0023006.1	
N1.HOG0007753	OG0017062	-		EVM0022746.1, EVM0011316.1	
N1.HOG0007754	OG0017063	-		EVM0018978.1, EVM0015782.1	
N1.HOG0007755	OG0017064	-		EVM0006850.1	KUTeg_011964
N1.HOG0007756	OG0017065	-		EVM0005389.1	KUTeg_012471
N1.HOG0007757	OG0017066	-		EVM0015875.1	KUTeg_012675
N1.HOG0007758	OG0017067	-		EVM0008196.1	KUTeg_012548
N1.HOG0007759	OG0017068	-		EVM0020264.1	KUTeg_012389
N1.HOG0007760	OG0017069	-		EVM0017453.1	KUTeg_012422
N1.HOG0007761	OG0017070	-		EVM0004709.1	KUTeg_012568
N1.HOG0007762	OG0017071	-		EVM0002361.1, EVM0014499.1	
N1.HOG0007763	OG0017072	-		EVM0021286.1	KUTeg_012574
N1.HOG0007764	OG0017073	-		EVM0015928.1	KUTeg_012279
N1.HOG0007765	OG0017074	-		EVM0004513.1, EVM0001704.1	
N1.HOG0007766	OG0017075	-		EVM0019993.1	KUTeg_017301
N1.HOG0007767	OG0017076	-		EVM0014454.1	KUTeg_012619
N1.HOG0007768	OG0017077	-		EVM0002526.1, EVM0008682.1	
N1.HOG0007769	OG0017078	-		EVM0022394.1	KUTeg_011994
N1.HOG0007770	OG0017079	-		EVM0011095.1	KUTeg_012428
N1.HOG0007771	OG0017080	-		EVM0023045.1	KUTeg_012429
N1.HOG0007772	OG0017081	-		EVM0020505.1	KUTeg_012434
N1.HOG0007773	OG0017082	-		EVM0019745.1	KUTeg_012435
N1.HOG0007774	OG0017083	-		EVM0011845.1	KUTeg_012436
N1.HOG0007775	OG0017084	-		EVM0022051.1, EVM0009991.1	
N1.HOG0007776	OG0017085	-		EVM0020482.1	KUTeg_012558
N1.HOG0007777	OG0017086	-		EVM0023163.1	KUTeg_011311
N1.HOG0007778	OG0017087	-		EVM0002818.1	KUTeg_012848
N1.HOG0007779	OG0017088	-		EVM0009572.1, EVM0006562.1	
N1.HOG0007780	OG0017089	-		EVM0014137.1	KUTeg_005169
N1.HOG0007781	OG0017090	-		EVM0006992.1	KUTeg_011989
N1.HOG0007782	OG0017091	-		EVM0009920.1	KUTeg_002290
N1.HOG0007783	OG0017092	-		EVM0017538.1	KUTeg_011669
N1.HOG0007784	OG0017093	-		EVM0007768.1	KUTeg_012483
N1.HOG0007785	OG0017094	-		EVM0010146.1, EVM0020865.1	
N1.HOG0007786	OG0017095	-		EVM0021667.1	KUTeg_012162
N1.HOG0007787	OG0017096	-		EVM0000512.2, EVM0010282.1	
N1.HOG0007788	OG0017097	-		EVM0005439.1	KUTeg_012076
N1.HOG0007789	OG0017098	-		EVM0001023.1, EVM0004701.1	
N1.HOG0007790	OG0017099	-		EVM0010677.1	KUTeg_011620
N1.HOG0007791	OG0017100	-		EVM0014121.1, EVM0005345.1	
N1.HOG0007792	OG0017101	-		EVM0017356.1	KUTeg_012294
N1.HOG0007793	OG0017102	-		EVM0002119.1	KUTeg_012763
N1.HOG0007794	OG0017103	-		EVM0016154.1	KUTeg_012461
N1.HOG0007795	OG0017104	-		EVM0022222.1, EVM0009198.1	
N1.HOG0007796	OG0017105	-		EVM0022495.1	KUTeg_011638
N1.HOG0007797	OG0017106	-		EVM0012006.1	KUTeg_011928
N1.HOG0007798	OG0017107	-		EVM0005737.1	KUTeg_012673
N1.HOG0007799	OG0017108	-		EVM0003240.1	KUTeg_008427
N1.HOG0007800	OG0017109	-		EVM0020725.1	KUTeg_008172
N1.HOG0007801	OG0017110	-		EVM0011595.1	KUTeg_008267
N1.HOG0007802	OG0017111	-		EVM0009203.1	KUTeg_008942
N1.HOG0007803	OG0017112	-		EVM0016028.1, EVM0015089.1	
N1.HOG0007804	OG0017113	-		EVM0002997.1, EVM0008475.1	
N1.HOG0007805	OG0017114	-		EVM0007020.1	KUTeg_008326
N1.HOG0007806	OG0017115	-		EVM0000596.1	KUTeg_008671
N1.HOG0007807	OG0017116	-		EVM0003160.1	KUTeg_008572
N1.HOG0007808	OG0017117	-		EVM0000879.2	KUTeg_008545
N1.HOG0007809	OG0017118	-		EVM0014247.1, EVM0011594.1	
N1.HOG0007810	OG0017119	-		EVM0014400.1	KUTeg_008297
N1.HOG0007811	OG0017120	-		EVM0018771.1	KUTeg_008724
N1.HOG0007812	OG0017121	-		EVM0009155.1	KUTeg_015577
N1.HOG0007813	OG0017122	-		EVM0005556.1, EVM0018579.1	
N1.HOG0007814	OG0017123	-		EVM0010512.1, EVM0012450.1	
N1.HOG0007815	OG0017124	-		EVM0008039.1	KUTeg_008490
N1.HOG0007816	OG0017125	-		EVM0007238.1	KUTeg_008379
N1.HOG0007817	OG0017126	-		EVM0012473.1	KUTeg_003463
N1.HOG0007818	OG0017127	-		EVM0002643.1	KUTeg_008768
N1.HOG0007819	OG0017128	-		EVM0003469.1, EVM0004296.1	
N1.HOG0007820	OG0017129	-		EVM0001395.1	KUTeg_008646
N1.HOG0007821	OG0017130	-		EVM0020962.1	KUTeg_008642
N1.HOG0007822	OG0017131	-		EVM0000428.1	KUTeg_014726
N1.HOG0007823	OG0017132	-		EVM0022252.1	KUTeg_008085
N1.HOG0007824	OG0017133	-		EVM0013690.1	KUTeg_017333
N1.HOG0007825	OG0017134	-		EVM0006517.1	KUTeg_008270
N1.HOG0007826	OG0017135	-		EVM0022028.1, EVM0019607.1	
N1.HOG0007827	OG0017136	-		EVM0013779.1	KUTeg_015458
N1.HOG0007828	OG0017137	-		EVM0004996.1	KUTeg_015110
N1.HOG0007829	OG0017138	-		EVM0008803.1	KUTeg_015286
N1.HOG0007830	OG0017139	-		EVM0000793.1	KUTeg_010944
N1.HOG0007831	OG0017140	-		EVM0008091.1, EVM0023224.1	
N1.HOG0007832	OG0017141	-		EVM0001654.1	KUTeg_014979
N1.HOG0007833	OG0017142	-		EVM0003402.1	KUTeg_006320
N1.HOG0007834	OG0017143	-		EVM0018671.1	KUTeg_014918
N1.HOG0007835	OG0017144	-		EVM0009490.1	KUTeg_015014
N1.HOG0007836	OG0017145	-		EVM0012352.1	KUTeg_015058
N1.HOG0007837	OG0017146	-		EVM0013517.1	KUTeg_015394
N1.HOG0007838	OG0017147	-		EVM0013030.1, EVM0017465.1	
N1.HOG0007839	OG0017148	-		EVM0000873.1, EVM0013463.1	
N1.HOG0007840	OG0017149	-		EVM0003205.1, EVM0021416.1	
N1.HOG0007841	OG0017150	-		EVM0003900.1	KUTeg_015226
N1.HOG0007842	OG0017151	-		EVM0004864.1	KUTeg_015170
N1.HOG0007843	OG0017152	-		EVM0018835.1, EVM0003873.1	
N1.HOG0007844	OG0017153	-		EVM0016826.1, EVM0002775.1	
N1.HOG0007845	OG0017154	-		EVM0006036.1	KUTeg_002722
N1.HOG0007846	OG0017155	-		EVM0023579.1	KUTeg_002723
N1.HOG0007847	OG0017156	-		EVM0013780.1, EVM0012758.1	
N1.HOG0007848	OG0017157	-		EVM0009455.1	KUTeg_011335
N1.HOG0007849	OG0017158	-		EVM0014481.1, EVM0023604.1	
N1.HOG0007850	OG0017159	-		EVM0014665.1	KUTeg_015041
N1.HOG0007851	OG0017160	-		EVM0009514.1	KUTeg_015230
N1.HOG0007852	OG0017161	-		EVM0007360.1	KUTeg_015334
N1.HOG0007853	OG0017162	-		EVM0008872.1	KUTeg_015552
N1.HOG0007854	OG0017163	-		EVM0017986.1	KUTeg_015073
N1.HOG0007855	OG0017164	-		EVM0021956.1	KUTeg_011671
N1.HOG0007856	OG0017165	-		EVM0020584.1	KUTeg_015374
N1.HOG0007857	OG0017166	-		EVM0012568.1	KUTeg_014906
N1.HOG0007858	OG0017167	-		EVM0003288.1	KUTeg_015178
N1.HOG0007859	OG0017168	-		EVM0002824.1	KUTeg_014497
N1.HOG0007860	OG0017169	-		EVM0013800.1, EVM0010175.1	
N1.HOG0007861	OG0017170	-		EVM0007922.1	KUTeg_006093
N1.HOG0007862	OG0017171	-		EVM0003724.1, EVM0006494.1	
N1.HOG0007863	OG0017172	-		EVM0007819.1	KUTeg_006522
N1.HOG0007864	OG0017173	-		EVM0000694.1	KUTeg_016529
N1.HOG0007865	OG0017174	-		EVM0001709.1	KUTeg_006038
N1.HOG0007866	OG0017175	-		EVM0007505.1	KUTeg_006039
N1.HOG0007867	OG0017176	-		EVM0008683.1	KUTeg_006195
N1.HOG0007868	OG0017177	-		EVM0005426.1	KUTeg_005977
N1.HOG0007869	OG0017178	-		EVM0018695.1	KUTeg_006213
N1.HOG0007870	OG0017179	-		EVM0002796.1	KUTeg_006494
N1.HOG0007871	OG0017180	-		EVM0006070.1, EVM0000543.1	
N1.HOG0007872	OG0017181	-		EVM0005170.1, EVM0021973.1	
N1.HOG0007873	OG0017182	-		EVM0011922.1	KUTeg_006368
N1.HOG0007874	OG0017183	-		EVM0019786.1	KUTeg_006440
N1.HOG0007875	OG0017184	-		EVM0018227.1, EVM0023292.1	
N1.HOG0007876	OG0017185	-		EVM0005357.1, EVM0003121.1	
N1.HOG0007877	OG0017186	-		EVM0011276.1	KUTeg_006379
N1.HOG0007878	OG0017187	-		EVM0004308.1	KUTeg_011280
N1.HOG0007879	OG0017188	-		EVM0020004.1, EVM0008203.1	
N1.HOG0007880	OG0017189	-		EVM0014378.1	KUTeg_006432
N1.HOG0007881	OG0017190	-		EVM0013429.1	KUTeg_006431
N1.HOG0007882	OG0017191	-		EVM0010628.1, EVM0014210.1	
N1.HOG0007883	OG0017192	-		EVM0001777.1	KUTeg_006481
N1.HOG0007884	OG0017193	-		EVM0011830.1, EVM0010722.1	
N1.HOG0007885	OG0017194	-		EVM0006186.1	KUTeg_000150
N1.HOG0007886	OG0017195	-		EVM0010890.1, EVM0018935.1	
N1.HOG0007887	OG0017196	-		EVM0008066.1	KUTeg_000438
N1.HOG0007888	OG0017197	-		EVM0000904.1, EVM0017932.1	
N1.HOG0007889	OG0017198	-		EVM0007177.1	KUTeg_000537
N1.HOG0007890	OG0017199	-		EVM0021250.1	KUTeg_000542
N1.HOG0007891	OG0017200	-		EVM0016975.1, EVM0002272.1	
N1.HOG0007892	OG0017201	-		EVM0001920.1	KUTeg_000790
N1.HOG0007893	OG0017202	-		EVM0008608.1	KUTeg_000567
N1.HOG0007894	OG0017203	-		EVM0009921.1	KUTeg_000566
N1.HOG0007895	OG0017204	-		EVM0009544.1	KUTeg_000850
N1.HOG0007896	OG0017205	-		EVM0013574.1	KUTeg_000756
N1.HOG0007897	OG0017206	-		EVM0003781.1	KUTeg_000432
N1.HOG0007898	OG0017207	-		EVM0020447.1	KUTeg_000324
N1.HOG0007899	OG0017208	-		EVM0003072.1	KUTeg_000879
N1.HOG0007900	OG0017209	-		EVM0018426.1, EVM0010264.1	
N1.HOG0007901	OG0017210	-		EVM0005586.1	KUTeg_000647
N1.HOG0007902	OG0017211	-		EVM0018614.1	KUTeg_000286
N1.HOG0007903	OG0017212	-		EVM0006813.1	KUTeg_000504
N1.HOG0007904	OG0017213	-		EVM0004678.1, EVM0011568.1	
N1.HOG0007905	OG0017214	-		EVM0023346.1	KUTeg_000391
N1.HOG0007906	OG0017215	-		EVM0017332.1	KUTeg_000599
N1.HOG0007907	OG0017216	-		EVM0023557.1	KUTeg_000089
N1.HOG0007908	OG0017217	-		EVM0007666.1, EVM0002961.1	
N1.HOG0007909	OG0017218	-		EVM0021449.1	KUTeg_000345
N1.HOG0007910	OG0017219	-		EVM0016559.1	KUTeg_000189
N1.HOG0007911	OG0017220	-		EVM0023275.1	KUTeg_000530
N1.HOG0007912	OG0017221	-		EVM0000614.1	KUTeg_000532
N1.HOG0007913	OG0017222	-		EVM0007624.1	KUTeg_000207
N1.HOG0007914	OG0017223	-		EVM0016324.1, EVM0014460.1	
N1.HOG0007915	OG0017224	-		EVM0009705.1	KUTeg_000760
N1.HOG0007916	OG0017225	-		EVM0021677.1	KUTeg_000834
N1.HOG0007917	OG0017226	-		EVM0022769.1	KUTeg_000334
N1.HOG0007918	OG0017227	-		EVM0020864.1	KUTeg_000639
N1.HOG0007919	OG0017228	-		EVM0022370.1	KUTeg_001093
N1.HOG0007920	OG0017229	-		EVM0018904.1, EVM0004748.1	
N1.HOG0007921	OG0017230	-		EVM0004091.1	KUTeg_000225
N1.HOG0007922	OG0017231	-		EVM0016676.1	KUTeg_000517
N1.HOG0007923	OG0017232	-		EVM0008538.1	KUTeg_022077
N1.HOG0007924	OG0017233	-		EVM0023880.1	KUTeg_011086
N1.HOG0007925	OG0017234	-		EVM0023747.1	KUTeg_011009
N1.HOG0007926	OG0017235	-		EVM0003474.1	KUTeg_011011
N1.HOG0007927	OG0017236	-		EVM0006740.1	KUTeg_011064
N1.HOG0007928	OG0017237	-		EVM0008593.1	KUTeg_011066
N1.HOG0007929	OG0017238	-		EVM0003691.1, EVM0017551.1	
N1.HOG0007930	OG0017239	-		EVM0005068.1, EVM0004151.1	
N1.HOG0007931	OG0017240	-		EVM0022536.1	KUTeg_010677
N1.HOG0007932	OG0017241	-		EVM0013768.1	KUTeg_010704
N1.HOG0007933	OG0017242	-		EVM0008629.1	KUTeg_011038
N1.HOG0007934	OG0017243	-		EVM0015192.1	KUTeg_011108
N1.HOG0007935	OG0017244	-		EVM0013209.1, EVM0022193.1	
N1.HOG0007936	OG0017245	-		EVM0017398.1	KUTeg_011124
N1.HOG0007937	OG0017246	-		EVM0001196.1	KUTeg_010830
N1.HOG0007938	OG0017247	-		EVM0011017.1	KUTeg_011022
N1.HOG0007939	OG0017248	-		EVM0023388.1	KUTeg_010886
N1.HOG0007940	OG0017249	-		EVM0002623.1	KUTeg_011073
N1.HOG0007941	OG0017250	-		EVM0008654.1	KUTeg_011116
