Orthogroup	Sbro	Azeb
OG0010562	EVM0001968.1	mikado.HiC_scaffold_16.0G79.1
OG0010563	EVM0022129.1	mikado.HiC_scaffold_16.0G80.1
OG0010564	EVM0012360.1	mikado.HiC_scaffold_16.0G82.1, mikado.HiC_scaffold_21.0G565.1
OG0010565	EVM0020131.1	mikado.HiC_scaffold_16.0G83.1
OG0010566	EVM0014040.1	mikado.HiC_scaffold_16.0G85.1
OG0010567	EVM0005012.1	mikado.HiC_scaffold_16.0G84.1
OG0010568	EVM0013557.1	mikado.HiC_scaffold_16.0G86.1
OG0010570	EVM0021575.1	mikado.HiC_scaffold_16.0G102.1
OG0010571	EVM0022922.1	mikado.HiC_scaffold_16.0G104.1
OG0010572	EVM0012669.1	mikado.HiC_scaffold_16.0G105.1
OG0010573	EVM0013592.1	mikado.HiC_scaffold_16.0G107.1
OG0010574	EVM0004583.1	mikado.HiC_scaffold_16.0G108.1
OG0010575	EVM0000563.1	mikado.HiC_scaffold_16.0G110.1
OG0010576	EVM0018068.1	mikado.HiC_scaffold_16.0G111.1
OG0010577	EVM0005417.1	mikado.HiC_scaffold_16.0G112.1
OG0010578	EVM0003156.1	mikado.HiC_scaffold_16.0G113.1, mikado.HiC_scaffold_16.0G113.2
OG0010579	EVM0002754.1	mikado.HiC_scaffold_16.0G121.1
OG0010580	EVM0005681.1	mikado.HiC_scaffold_16.0G122.1
OG0010581	EVM0020573.1	mikado.HiC_scaffold_16.0G123.1
OG0010582	EVM0009923.1	mikado.HiC_scaffold_16.0G125.1
OG0010583	EVM0002050.1	mikado.HiC_scaffold_16.0G124.1
OG0010584	EVM0020749.1	mikado.HiC_scaffold_16.0G127.1
OG0010585	EVM0018069.1	mikado.HiC_scaffold_16.0G129.1
OG0010586	EVM0009595.1	mikado.HiC_scaffold_16.0G134.1
OG0010587	EVM0022608.1	mikado.HiC_scaffold_16.0G135.1
OG0010588	EVM0007035.1	mikado.HiC_scaffold_16.0G138.1
OG0010589	EVM0021789.1	mikado.HiC_scaffold_16.0G142.1
OG0010590	EVM0004582.1	mikado.HiC_scaffold_16.0G143.1
OG0010591	EVM0022665.1	mikado.HiC_scaffold_16.0G144.1
OG0010592	EVM0004404.1	mikado.HiC_scaffold_16.0G145.1
OG0010593	EVM0019234.1	mikado.HiC_scaffold_16.0G147.1
OG0010594	EVM0019434.1	mikado.HiC_scaffold_16.0G148.1
OG0010595	EVM0005697.1	mikado.HiC_scaffold_16.0G149.1
OG0010596	EVM0020945.1	mikado.HiC_scaffold_16.0G150.1
OG0010597	EVM0001171.1	mikado.HiC_scaffold_16.0G152.1
OG0010599	EVM0003021.1	mikado.HiC_scaffold_16.0G161.1
OG0010600	EVM0015038.1	mikado.HiC_scaffold_16.0G165.1
OG0010601	EVM0004290.1	mikado.HiC_scaffold_16.0G166.1
OG0010602	EVM0023125.1	mikado.HiC_scaffold_16.0G167.1
OG0010603	EVM0010752.1	mikado.HiC_scaffold_16.0G168.1
OG0010604	EVM0000162.1	mikado.HiC_scaffold_16.0G173.1
OG0010605	EVM0016376.1	mikado.HiC_scaffold_16.0G185.1, mikado.HiC_scaffold_16.0G350.1
OG0010606	EVM0021811.1	mikado.HiC_scaffold_16.0G189.1
OG0010607	EVM0000632.1	mikado.HiC_scaffold_16.0G198.1
OG0010608	EVM0008622.1	mikado.HiC_scaffold_16.0G202.1
OG0010609	EVM0004204.1	mikado.HiC_scaffold_16.0G204.1
OG0010610	EVM0023017.1	mikado.HiC_scaffold_16.0G205.1
OG0010611	EVM0005577.1	mikado.HiC_scaffold_16.0G207.1
OG0010612	EVM0010605.1	mikado.HiC_scaffold_16.0G208.1
OG0010613	EVM0015859.1	mikado.HiC_scaffold_16.0G210.1
OG0010614	EVM0012937.1	mikado.HiC_scaffold_16.0G212.1
OG0010615	EVM0017874.1	mikado.HiC_scaffold_16.0G213.1
OG0010616	EVM0019696.1	mikado.HiC_scaffold_16.0G219.1
OG0010617	EVM0008776.1	mikado.HiC_scaffold_16.0G221.1
OG0010618	EVM0016777.1	mikado.HiC_scaffold_16.0G220.1
OG0010619	EVM0020163.1	mikado.HiC_scaffold_16.0G222.1
OG0010620	EVM0014719.1	mikado.HiC_scaffold_16.0G223.1
OG0010621	EVM0008228.1	mikado.HiC_scaffold_16.0G224.1
OG0010622	EVM0017852.1	mikado.HiC_scaffold_16.0G227.1
OG0010623	EVM0015654.1	mikado.HiC_scaffold_16.0G228.1
OG0010624	EVM0013803.1	mikado.HiC_scaffold_16.0G229.1
OG0010625	EVM0000314.1	mikado.HiC_scaffold_16.0G230.1
OG0010626	EVM0011020.1	mikado.HiC_scaffold_16.0G233.1
OG0010627	EVM0020784.1	mikado.HiC_scaffold_16.0G240.1
OG0010629	EVM0003605.1	mikado.HiC_scaffold_16.0G242.1
OG0010631	EVM0004127.1	mikado.HiC_scaffold_16.0G256.1
OG0010632	EVM0020414.1	mikado.HiC_scaffold_16.0G258.1
OG0010633	EVM0002921.1	mikado.HiC_scaffold_16.0G260.1
OG0010634	EVM0003056.1	mikado.HiC_scaffold_16.0G264.1
OG0010635	EVM0013691.1	mikado.HiC_scaffold_16.0G265.1
OG0010636	EVM0000417.1	mikado.HiC_scaffold_16.0G267.1
OG0010637	EVM0013350.1	mikado.HiC_scaffold_16.0G268.1
OG0010638	EVM0017735.1	mikado.HiC_scaffold_16.0G280.1
OG0010639	EVM0000588.1	mikado.HiC_scaffold_16.0G279.1
OG0010640	EVM0002858.1	mikado.HiC_scaffold_16.0G281.2, mikado.HiC_scaffold_16.0G281.1
OG0010641	EVM0016157.1	mikado.HiC_scaffold_16.0G282.1
OG0010642	EVM0008322.1	mikado.HiC_scaffold_16.0G289.1
OG0010643	EVM0006493.4	mikado.HiC_scaffold_16.0G290.1
OG0010644	EVM0020835.1	mikado.HiC_scaffold_16.0G295.1
OG0010647	EVM0003437.1	mikado.HiC_scaffold_16.0G308.1
OG0010648	EVM0021350.1	mikado.HiC_scaffold_16.0G314.1
OG0010649	EVM0012004.1	mikado.HiC_scaffold_16.0G315.1
OG0010650	EVM0023202.1	mikado.HiC_scaffold_16.0G316.1
OG0010651	EVM0022887.1	mikado.HiC_scaffold_16.0G317.1
OG0010652	EVM0022572.1	mikado.HiC_scaffold_16.0G319.1
OG0010653	EVM0010733.1	mikado.HiC_scaffold_16.0G320.1
OG0010654	EVM0010824.1	mikado.HiC_scaffold_16.0G321.1
OG0010655	EVM0019104.1	mikado.HiC_scaffold_16.0G324.1
OG0010656	EVM0001756.1	mikado.HiC_scaffold_16.0G325.1
OG0010657	EVM0008043.1	mikado.HiC_scaffold_16.0G326.1
OG0010658	EVM0021255.1	mikado.HiC_scaffold_16.0G327.1
OG0010659	EVM0007204.1	mikado.HiC_scaffold_16.0G329.1
OG0010660	EVM0016901.1	mikado.HiC_scaffold_16.0G339.1
OG0010661	EVM0017382.1	mikado.HiC_scaffold_16.0G340.1
OG0010662	EVM0019989.1	mikado.HiC_scaffold_16.0G342.1
OG0010663	EVM0009882.1	mikado.HiC_scaffold_16.0G343.1
OG0010664	EVM0006616.1	mikado.HiC_scaffold_354G1.1, mikado.HiC_scaffold_16.0G346.1
OG0010665	EVM0001161.1	mikado.HiC_scaffold_16.0G348.1
OG0010666	EVM0010542.1	mikado.HiC_scaffold_16.0G351.1
OG0010667	EVM0009322.1	mikado.HiC_scaffold_16.0G352.1
OG0010668	EVM0021122.1	mikado.HiC_scaffold_16.0G353.1
OG0010669	EVM0006659.1	mikado.HiC_scaffold_16.0G354.1
OG0010670	EVM0015546.1	mikado.HiC_scaffold_16.0G366.1
OG0010671	EVM0013297.1	mikado.HiC_scaffold_16.0G368.1
OG0010672	EVM0006944.1	mikado.HiC_scaffold_16.0G369.1
OG0010673	EVM0021492.1	mikado.HiC_scaffold_16.0G370.1
OG0010674	EVM0013314.1	mikado.HiC_scaffold_16.0G373.1
OG0010675	EVM0013582.1	mikado.HiC_scaffold_16.0G374.1
OG0010676	EVM0006480.1	mikado.HiC_scaffold_16.0G376.1
OG0010677	EVM0022910.1	mikado.HiC_scaffold_16.0G377.1
OG0010678	EVM0016986.1	mikado.HiC_scaffold_16.0G378.1
OG0010679	EVM0003614.1	mikado.HiC_scaffold_16.0G383.1
OG0010680	EVM0003969.1	mikado.HiC_scaffold_16.0G385.1
OG0010681	EVM0000299.1	mikado.HiC_scaffold_16.0G386.1
OG0010682	EVM0016815.1	mikado.HiC_scaffold_16.0G396.1
OG0010683	EVM0013233.1	mikado.HiC_scaffold_16.0G398.1
OG0010684	EVM0016300.1	mikado.HiC_scaffold_16.0G399.1
OG0010685	EVM0019778.1	mikado.HiC_scaffold_16.0G401.1
OG0010686	EVM0018271.1	mikado.HiC_scaffold_16.0G402.1
OG0010687	EVM0016672.1	mikado.HiC_scaffold_16.0G404.1
OG0010688	EVM0010444.1	mikado.HiC_scaffold_16.0G406.1
OG0010689	EVM0002589.1	mikado.HiC_scaffold_16.0G408.1
OG0010690	EVM0020177.1	mikado.HiC_scaffold_16.0G409.1
OG0010691	EVM0020187.1	mikado.HiC_scaffold_16.0G410.1
OG0010692	EVM0018996.1	mikado.HiC_scaffold_16.0G412.1
OG0010693	EVM0006756.1	mikado.HiC_scaffold_16.0G411.1
OG0010694	EVM0004422.1	mikado.HiC_scaffold_16.0G413.1
OG0010695	EVM0023812.1	mikado.HiC_scaffold_16.0G414.1
OG0010696	EVM0020943.1	mikado.HiC_scaffold_16.0G415.1
OG0010697	EVM0007785.1	mikado.HiC_scaffold_16.0G417.1
OG0010698	EVM0005637.1	mikado.HiC_scaffold_16.0G418.1
OG0010699	EVM0012082.1	mikado.HiC_scaffold_16.0G424.1
OG0010700	EVM0012257.1	mikado.HiC_scaffold_16.0G425.1
OG0010701	EVM0019824.1	mikado.HiC_scaffold_16.0G432.1
OG0010702	EVM0013167.1	mikado.HiC_scaffold_16.0G433.1
OG0010703	EVM0015391.1	mikado.HiC_scaffold_16.0G436.1
OG0010704	EVM0021535.1	mikado.HiC_scaffold_16.0G437.1
OG0010705	EVM0014062.1	mikado.HiC_scaffold_16.0G438.1
OG0010706	EVM0011994.1	mikado.HiC_scaffold_16.0G442.1
OG0010707	EVM0015290.1	mikado.HiC_scaffold_16.0G449.1
OG0010708	EVM0000784.1	mikado.HiC_scaffold_16.0G450.1
OG0010709	EVM0012108.1	mikado.HiC_scaffold_16.0G462.1
OG0010710	EVM0004085.1	mikado.HiC_scaffold_16.0G463.1
OG0010711	EVM0013398.1	mikado.HiC_scaffold_16.0G467.1
OG0010712	EVM0006373.1	mikado.HiC_scaffold_16.0G469.1
OG0010713	EVM0002199.1	mikado.HiC_scaffold_16.0G470.1
OG0010714	EVM0006606.1	mikado.HiC_scaffold_16.0G471.1
OG0010715	EVM0016839.1	mikado.HiC_scaffold_16.0G472.1
OG0010716	EVM0014592.1	mikado.HiC_scaffold_16.0G473.1
OG0010717	EVM0005210.1	mikado.HiC_scaffold_16.0G476.1
OG0010718	EVM0002983.1	mikado.HiC_scaffold_16.0G477.1
OG0010719	EVM0013192.1	mikado.HiC_scaffold_16.0G481.1
OG0010720	EVM0017262.1	mikado.HiC_scaffold_16.0G503.1
OG0010721	EVM0011061.1	mikado.HiC_scaffold_16.0G507.1
OG0010722	EVM0014666.1	mikado.HiC_scaffold_16.0G508.1
OG0010723	EVM0017253.1	mikado.HiC_scaffold_16.0G509.1
OG0010724	EVM0018802.1	mikado.HiC_scaffold_16.0G511.1
OG0010726	EVM0001155.1	mikado.HiC_scaffold_16.0G525.1
OG0010727	EVM0010151.1	mikado.HiC_scaffold_16.0G527.1
OG0010728	EVM0007678.1	mikado.HiC_scaffold_16.0G529.1
OG0010729	EVM0009285.1	mikado.HiC_scaffold_16.0G530.1
OG0010731	EVM0019720.1	mikado.HiC_scaffold_16.0G552.1, mikado.HiC_scaffold_16.0G551.1
OG0010732	EVM0003336.1	mikado.HiC_scaffold_16.0G554.1
OG0010733	EVM0017758.1	mikado.HiC_scaffold_16.0G557.1
OG0010734	EVM0003352.1	mikado.HiC_scaffold_16.0G558.1
OG0010735	EVM0003452.1	mikado.HiC_scaffold_16.0G559.1
OG0010736	EVM0016664.1	mikado.HiC_scaffold_16.0G573.1
OG0010737	EVM0008958.1	mikado.HiC_scaffold_16.0G574.1
OG0010738	EVM0011248.1	mikado.HiC_scaffold_16.0G591.1
OG0010739	EVM0018806.1	mikado.HiC_scaffold_16.0G592.1
OG0010740	EVM0010040.1	mikado.HiC_scaffold_16.0G593.1
OG0010741	EVM0019011.1	mikado.HiC_scaffold_16.0G596.1
OG0010742	EVM0011424.1	mikado.HiC_scaffold_16.0G598.1
OG0010743	EVM0008100.1	mikado.HiC_scaffold_16.0G599.1
OG0010744	EVM0011008.1	mikado.HiC_scaffold_16.0G600.1
OG0010745	EVM0005671.1	mikado.HiC_scaffold_16.0G605.1
OG0010746	EVM0019936.1	mikado.HiC_scaffold_16.0G606.1
OG0010747	EVM0011059.1	mikado.HiC_scaffold_16.0G609.1
OG0010748	EVM0018698.3	mikado.HiC_scaffold_16.0G611.1
OG0010749	EVM0003204.1	mikado.HiC_scaffold_16.0G612.1
OG0010750	EVM0005172.1	mikado.HiC_scaffold_16.0G617.1
OG0010751	EVM0018470.1	mikado.HiC_scaffold_16.0G618.1
OG0010752	EVM0014350.1	mikado.HiC_scaffold_16.0G623.1
OG0010753	EVM0021194.1	mikado.HiC_scaffold_16.0G624.1
OG0010754	EVM0022386.1	mikado.HiC_scaffold_16.0G641.1
OG0010755	EVM0014416.1	mikado.HiC_scaffold_16.0G643.1
OG0010756	EVM0006266.1	mikado.HiC_scaffold_16.0G646.1
OG0010757	EVM0005152.1	mikado.HiC_scaffold_16.0G647.1
OG0010758	EVM0019103.1	mikado.HiC_scaffold_16.0G649.1
OG0010759	EVM0003006.1	mikado.HiC_scaffold_16.0G650.1
OG0010760	EVM0017677.1	mikado.HiC_scaffold_16.0G651.1
OG0010761	EVM0014585.1	mikado.HiC_scaffold_16.0G652.1
OG0010762	EVM0006162.1	mikado.HiC_scaffold_16.0G659.1
OG0010763	EVM0004596.1	mikado.HiC_scaffold_16.0G660.1
OG0010764	EVM0013123.1	mikado.HiC_scaffold_16.0G661.1
OG0010765	EVM0010700.1	mikado.HiC_scaffold_16.0G662.1
OG0010766	EVM0010784.1	mikado.HiC_scaffold_16.0G663.1
OG0010767	EVM0000988.1	mikado.HiC_scaffold_16.0G667.1
OG0010768	EVM0004345.1	mikado.HiC_scaffold_16.0G672.1, mikado.HiC_scaffold_16.0G673.1
OG0010769	EVM0014026.1	mikado.HiC_scaffold_16.0G677.1
OG0010770	EVM0004141.1	mikado.HiC_scaffold_16.0G680.1
OG0010771	EVM0003953.1	mikado.HiC_scaffold_16.0G685.1
OG0010772	EVM0003486.1	mikado.HiC_scaffold_16.0G686.1
OG0010773	EVM0014248.1	mikado.HiC_scaffold_16.0G688.1
OG0010774	EVM0002859.1	mikado.HiC_scaffold_16.0G689.1
OG0010776	EVM0011026.1	mikado.HiC_scaffold_16.0G703.1
OG0010777	EVM0000401.1	mikado.HiC_scaffold_16.0G704.1
OG0010778	EVM0019876.1, EVM0015652.1	mikado.HiC_scaffold_16.0G706.1
OG0010779	EVM0002034.1	mikado.HiC_scaffold_16.0G707.1
OG0010780	EVM0001667.1	mikado.HiC_scaffold_16.0G709.1
OG0010781	EVM0003936.1	mikado.HiC_scaffold_16.0G710.1
OG0010782	EVM0017059.1	mikado.HiC_scaffold_16.0G716.1
OG0010783	EVM0008889.1	mikado.HiC_scaffold_16.0G717.1
OG0010784	EVM0005465.1	mikado.HiC_scaffold_16.0G718.1
OG0010785	EVM0023871.1	mikado.HiC_scaffold_16.0G720.1
OG0010786	EVM0022143.1	mikado.HiC_scaffold_16.0G721.1
OG0010787	EVM0013700.1	mikado.HiC_scaffold_16.0G722.1
OG0010788	EVM0012516.1	mikado.HiC_scaffold_16.0G723.1
OG0010789	EVM0006381.1	mikado.HiC_scaffold_16.0G724.1
OG0010790	EVM0023454.1	mikado.HiC_scaffold_16.0G725.1
OG0010791	EVM0004011.1	mikado.HiC_scaffold_16.0G726.1
OG0010792	EVM0021680.1	mikado.HiC_scaffold_16.0G727.1
OG0010793	EVM0003253.1	mikado.HiC_scaffold_16.0G728.1
OG0010794	EVM0015742.1	mikado.HiC_scaffold_16.0G730.1
OG0010795	EVM0009940.1	mikado.HiC_scaffold_16.0G733.1
OG0010796	EVM0017936.1	mikado.HiC_scaffold_16.0G739.1
OG0010797	EVM0022225.1	mikado.HiC_scaffold_16.0G741.1
OG0010798	EVM0000906.1	mikado.HiC_scaffold_16.0G742.1
OG0010799	EVM0014313.1	mikado.HiC_scaffold_16.0G751.1
OG0010800	EVM0022519.1	mikado.HiC_scaffold_16.0G752.1
OG0010801	EVM0001316.1	mikado.HiC_scaffold_16.0G753.1
OG0010802	EVM0000112.1	mikado.HiC_scaffold_16.0G754.1
OG0010803	EVM0006400.1	mikado.HiC_scaffold_16.0G755.1
OG0010804	EVM0021216.1	mikado.HiC_scaffold_16.0G760.1
OG0010805	EVM0005179.1	mikado.HiC_scaffold_16.0G762.1
OG0010806	EVM0001410.1	mikado.HiC_scaffold_16.0G766.1
OG0010807	EVM0009153.1	mikado.HiC_scaffold_16.0G767.1
OG0010808	EVM0000062.1	mikado.HiC_scaffold_16.0G779.1
OG0010809	EVM0011928.1	mikado.HiC_scaffold_16.0G780.1
OG0010810	EVM0004798.1	mikado.HiC_scaffold_16.0G782.1
OG0010811	EVM0021720.1	mikado.HiC_scaffold_16.0G783.1
OG0010812	EVM0017791.1	mikado.HiC_scaffold_16.0G784.1
OG0010813	EVM0015187.1	mikado.HiC_scaffold_16.0G785.1
OG0010814	EVM0013851.1	mikado.HiC_scaffold_16.0G793.1
OG0010815	EVM0017989.1	mikado.HiC_scaffold_16.0G794.1
OG0010816	EVM0016140.1	mikado.HiC_scaffold_16.0G795.1
OG0010817	EVM0006130.1	mikado.HiC_scaffold_16.0G797.1
OG0010818	EVM0005767.1	mikado.HiC_scaffold_16.0G805.1
OG0010819	EVM0019075.1	mikado.HiC_scaffold_16.0G806.1
OG0010820	EVM0015919.1	mikado.HiC_scaffold_16.0G808.1
OG0010821	EVM0000647.1	mikado.HiC_scaffold_16.0G813.1
OG0010822	EVM0016421.1	mikado.HiC_scaffold_16.0G819.1
OG0010823	EVM0007266.1	mikado.HiC_scaffold_16.0G820.1
OG0010824	EVM0002239.1	mikado.HiC_scaffold_16.0G822.1
OG0010825	EVM0003409.1	mikado.HiC_scaffold_16.0G823.1
OG0010826	EVM0004602.1	mikado.HiC_scaffold_16.0G824.1
OG0010829	EVM0015146.1	mikado.HiC_scaffold_16.0G845.1
OG0010830	EVM0004598.1	mikado.HiC_scaffold_16.0G846.1
OG0010831	EVM0017931.1	mikado.HiC_scaffold_16.0G851.1
OG0010832	EVM0003607.1	mikado.HiC_scaffold_16.0G853.1
OG0010833	EVM0006782.1	mikado.HiC_scaffold_16.0G861.1
OG0010834	EVM0019902.1	mikado.HiC_scaffold_16.0G862.1
OG0010835	EVM0016842.1	mikado.HiC_scaffold_16.0G867.1
OG0010836	EVM0005541.1	mikado.HiC_scaffold_16.0G870.1
OG0010837	EVM0011687.1	mikado.HiC_scaffold_16.0G871.1
OG0010838	EVM0021399.1	mikado.HiC_scaffold_16.0G872.1
OG0010839	EVM0019516.1	mikado.HiC_scaffold_16.0G873.1
OG0010840	EVM0011121.1, EVM0003884.1	mikado.HiC_scaffold_16.0G878.1
OG0010841	EVM0015994.1	mikado.HiC_scaffold_16.0G880.1
OG0010842	EVM0000402.1	mikado.HiC_scaffold_16.0G889.1
OG0010843	EVM0012812.1	mikado.HiC_scaffold_16.0G890.1
OG0010844	EVM0020738.1	mikado.HiC_scaffold_16.0G891.1
OG0010845	EVM0020704.1	mikado.HiC_scaffold_16.0G901.1
OG0010846	EVM0006353.1	mikado.HiC_scaffold_16.0G906.1
OG0010847	EVM0014447.1	mikado.HiC_scaffold_16.0G907.1
OG0010848	EVM0006071.1	mikado.HiC_scaffold_16.0G918.1
OG0010852	EVM0005506.1	mikado.HiC_scaffold_16.0G948.1
OG0010853	EVM0005343.1	mikado.HiC_scaffold_16.0G950.1
OG0010854	EVM0013762.1	mikado.HiC_scaffold_16.0G955.1
OG0010855	EVM0016775.1	mikado.HiC_scaffold_16.0G957.1
OG0010856	EVM0002562.1	mikado.HiC_scaffold_16.0G958.1
OG0010857	EVM0011141.1	mikado.HiC_scaffold_16.0G960.1
OG0010858	EVM0018980.1	mikado.HiC_scaffold_16.0G964.1
OG0010859	EVM0020978.1	mikado.HiC_scaffold_16.0G966.1
OG0010860	EVM0002234.1	mikado.HiC_scaffold_16.0G970.1
OG0010861	EVM0009907.1	mikado.HiC_scaffold_16.0G972.1
OG0010862	EVM0001273.1	mikado.HiC_scaffold_16.0G973.1
OG0010863	EVM0020816.2	mikado.HiC_scaffold_16.0G975.1
OG0010864	EVM0016492.1	mikado.HiC_scaffold_16.0G976.1
OG0010865	EVM0002067.1	mikado.HiC_scaffold_16.0G984.1
OG0010866	EVM0022041.1	mikado.HiC_scaffold_16.0G987.1
OG0010868	EVM0006955.1	mikado.HiC_scaffold_16.0G1010.1
OG0010869	EVM0023121.1	mikado.HiC_scaffold_16.0G1012.1
OG0010870	EVM0010603.1	mikado.HiC_scaffold_16.0G1015.1
OG0010871	EVM0014777.1	mikado.HiC_scaffold_16.0G1014.1
OG0010872	EVM0013215.1	mikado.HiC_scaffold_16.0G1017.1, mikado.HiC_scaffold_16.0G1017.2
OG0010873	EVM0011515.1	mikado.HiC_scaffold_16.0G1020.1
OG0010874	EVM0017584.1	mikado.HiC_scaffold_16.0G1019.1
OG0010875	EVM0011508.1	mikado.HiC_scaffold_16.0G1022.1
OG0010876	EVM0011077.1	mikado.HiC_scaffold_16.0G1021.1
OG0010877	EVM0007740.1	mikado.HiC_scaffold_16.0G1031.1
OG0010878	EVM0023268.1	mikado.HiC_scaffold_16.0G1032.1
OG0010879	EVM0011624.1	mikado.HiC_scaffold_16.0G1033.1
OG0010880	EVM0008410.1	mikado.HiC_scaffold_16.0G1034.1
OG0010881	EVM0019912.1	mikado.HiC_scaffold_16.0G1036.1
OG0010882	EVM0022675.1	mikado.HiC_scaffold_16.0G1038.1
OG0010883	EVM0001120.1	mikado.HiC_scaffold_16.0G1040.1
OG0010884	EVM0020401.1	mikado.HiC_scaffold_16.0G1045.1
OG0010885	EVM0019438.1	mikado.HiC_scaffold_16.0G1055.1
OG0010886	EVM0003269.1	mikado.HiC_scaffold_16.0G1056.1, mikado.HiC_scaffold_16.0G1057.1
OG0010891	EVM0002769.1, EVM0018911.1	mikado.HiC_scaffold_16.0G1070.1
OG0010894	EVM0011101.1	mikado.HiC_scaffold_16.0G1083.1
OG0010895	EVM0005636.1	mikado.HiC_scaffold_16.0G1087.1
OG0010896	EVM0007251.1	mikado.HiC_scaffold_16.0G1088.1
OG0010897	EVM0012098.1	mikado.HiC_scaffold_16.0G1092.1
OG0010898	EVM0021058.1	mikado.HiC_scaffold_16.0G1105.1
OG0010899	EVM0005427.1	mikado.HiC_scaffold_16.0G1108.1, mikado.HiC_scaffold_16.0G1109.1
OG0010900	EVM0011671.1	mikado.HiC_scaffold_16.0G1111.1
OG0010901	EVM0003415.1	mikado.HiC_scaffold_16.0G1114.1
OG0010902	EVM0015281.1	mikado.HiC_scaffold_16.0G1115.1
OG0010904	EVM0017537.1	mikado.HiC_scaffold_16.0G1128.1
OG0010907	EVM0014321.1	mikado.HiC_scaffold_16.0G1160.1
OG0010908	EVM0015011.1	mikado.HiC_scaffold_16.0G1162.1
OG0010909	EVM0001385.1	mikado.HiC_scaffold_16.0G1163.1
OG0010910	EVM0023953.1	mikado.HiC_scaffold_16.0G1164.1
OG0010911	EVM0010392.1	mikado.HiC_scaffold_16.0G1167.1
OG0010912	EVM0007622.1	mikado.HiC_scaffold_16.0G1181.1
OG0010913	EVM0009179.1	mikado.HiC_scaffold_16.0G1182.1
OG0010914	EVM0010203.1	mikado.HiC_scaffold_16.0G1185.1
OG0010915	EVM0015734.1	mikado.HiC_scaffold_16.0G1186.1
OG0010916	EVM0016922.1	mikado.HiC_scaffold_16.0G1187.1
OG0010917	EVM0013792.1	mikado.HiC_scaffold_16.0G1190.1
OG0010918	EVM0000651.1	mikado.HiC_scaffold_16.0G1189.1
OG0010919	EVM0022464.1	mikado.HiC_scaffold_16.0G1192.1
OG0010920	EVM0005531.1	mikado.HiC_scaffold_16.0G1194.1
OG0010921	EVM0014199.1	mikado.HiC_scaffold_16.0G1196.1
OG0010922	EVM0023143.1	mikado.HiC_scaffold_16.0G1200.1
OG0010923	EVM0015569.1	mikado.HiC_scaffold_16.0G1206.1
OG0010924	EVM0000119.1	mikado.HiC_scaffold_16.0G1211.1
OG0010925	EVM0014252.1, EVM0019962.1	mikado.HiC_scaffold_16.0G1214.1
OG0010926	EVM0012376.1	mikado.HiC_scaffold_16.0G1217.1
OG0010927	EVM0011435.1	mikado.HiC_scaffold_16.0G1221.1
OG0010928	EVM0014534.1	mikado.HiC_scaffold_16.0G1220.1
OG0010929	EVM0001380.1	mikado.HiC_scaffold_16.0G1222.1
OG0010930	EVM0017349.1	mikado.HiC_scaffold_16.0G1223.1
OG0010931	EVM0023206.1	mikado.HiC_scaffold_16.0G1224.1
OG0010932	EVM0016893.1	mikado.HiC_scaffold_16.0G1226.1
OG0010933	EVM0019976.1	mikado.HiC_scaffold_16.0G1227.1
OG0010934	EVM0005164.1	mikado.HiC_scaffold_16.0G1234.1
OG0010935	EVM0013485.1	mikado.HiC_scaffold_16.0G1235.1
OG0010936	EVM0010439.1	mikado.HiC_scaffold_16.0G1247.1
OG0010937	EVM0003105.1	mikado.HiC_scaffold_16.0G1248.1
OG0010938	EVM0006415.1	mikado.HiC_scaffold_16.0G1249.1
OG0010939	EVM0000375.1	mikado.HiC_scaffold_16.0G1252.1
OG0010940	EVM0005388.1	mikado.HiC_scaffold_16.0G1259.1
OG0010942	EVM0010077.1	mikado.HiC_scaffold_16.0G1269.1
OG0010943	EVM0003265.1	mikado.HiC_scaffold_16.0G1270.1
OG0010944	EVM0018394.1	mikado.HiC_scaffold_16.0G1278.1
OG0010945	EVM0019923.1	mikado.HiC_scaffold_16.0G1279.1
OG0010946	EVM0005337.1	mikado.HiC_scaffold_16.0G1291.1
OG0010947	EVM0001455.1	mikado.HiC_scaffold_16.0G1292.1
OG0010948	EVM0004773.1	mikado.HiC_scaffold_16.0G1294.1, mikado.HiC_scaffold_16.0G1295.1
OG0010949	EVM0010993.1	mikado.HiC_scaffold_16.0G1298.1
OG0010950	EVM0020632.1	mikado.HiC_scaffold_16.0G1299.1
OG0010951	EVM0001200.1	mikado.HiC_scaffold_16.0G1312.1
OG0010953	EVM0017490.1	mikado.HiC_scaffold_16.0G1315.1
OG0010954	EVM0020578.1	mikado.HiC_scaffold_16.0G1316.1
OG0010956	EVM0001219.1	mikado.HiC_scaffold_16.0G1333.1, mikado.HiC_scaffold_16.0G1332.1
OG0010957	EVM0018833.1	mikado.HiC_scaffold_16.0G1336.1
OG0010958	EVM0010905.1, EVM0022505.1	mikado.HiC_scaffold_16.0G1342.1
OG0010959	EVM0012320.1	mikado.HiC_scaffold_16.0G1343.1
OG0010960	EVM0016555.1	mikado.HiC_scaffold_16.0G1345.1
OG0010961	EVM0011709.1	mikado.HiC_scaffold_16.0G1356.1
OG0010962	EVM0014442.1	mikado.HiC_scaffold_16.0G1357.1
OG0010963	EVM0016346.1, EVM0020511.1	mikado.HiC_scaffold_16.0G1359.1
OG0010964	EVM0009330.1	mikado.HiC_scaffold_16.0G1361.1
OG0010965	EVM0022215.1	mikado.HiC_scaffold_16.0G1362.1
