0_0: Azeb-opn5a
2_14077: KUTeg_009384
2_14078: KUTeg_009385
2_14079: KUTeg_009386
2_14080: KUTeg_009387
2_14081: KUTeg_009388
2_14082: KUTeg_009389
2_14083: KUTeg_009390
2_14084: KUTeg_009391
2_14085: KUTeg_009392
2_14086: KUTeg_009393
2_14087: KUTeg_009394
2_14088: KUTeg_009395
2_14089: KUTeg_009396
2_14090: KUTeg_009397
2_14091: KUTeg_009398
2_14092: KUTeg_009400
2_14093: KUTeg_009401
2_14094: KUTeg_009402
2_14095: KUTeg_009403
2_14096: KUTeg_009404
2_14097: KUTeg_009405
2_14098: KUTeg_009406
2_14099: KUTeg_009407
2_14100: KUTeg_009408
2_14101: KUTeg_009409
2_14102: KUTeg_009410
2_14103: KUTeg_009411
2_14104: KUTeg_009412
2_14105: KUTeg_009413
2_14106: KUTeg_009414
2_14107: KUTeg_009415
2_14108: KUTeg_009416
2_14109: KUTeg_009417
2_14110: KUTeg_009418
2_14111: KUTeg_009419
2_14112: KUTeg_009420
2_14113: KUTeg_009421
2_14114: KUTeg_009422
2_14115: KUTeg_009423
2_14116: KUTeg_009424
2_14117: KUTeg_009425
2_14118: KUTeg_009426
2_14119: KUTeg_009427
2_14120: KUTeg_009428
2_14121: KUTeg_009429
2_14122: KUTeg_009430
2_14123: KUTeg_009431
2_14124: KUTeg_009432
2_14125: KUTeg_009433
2_14126: KUTeg_009434
2_14127: KUTeg_009435
2_14128: KUTeg_009436
2_14129: KUTeg_009437
2_14130: KUTeg_009438
2_14131: KUTeg_009439
2_14132: KUTeg_009441
2_14133: KUTeg_009442
2_14134: KUTeg_009443
2_14135: KUTeg_009444
2_14136: KUTeg_009445
2_14137: KUTeg_009446
2_14138: KUTeg_009447
2_14139: KUTeg_009448
2_14140: KUTeg_009449
2_14141: KUTeg_009450
2_14142: KUTeg_009451
2_14143: KUTeg_009452
2_14144: KUTeg_009453
2_14145: KUTeg_009454
2_14146: KUTeg_009455
2_14147: KUTeg_009456
2_14148: KUTeg_009457
2_14149: KUTeg_009458
2_14150: KUTeg_009459
2_14151: KUTeg_009460
2_14152: KUTeg_009461
2_14153: KUTeg_009462
2_14154: KUTeg_009464
2_14155: KUTeg_009465
2_14156: KUTeg_009467
2_14157: KUTeg_009468
2_14158: KUTeg_009469
2_14159: KUTeg_009470
2_14160: KUTeg_009471
2_14161: KUTeg_009472
2_14162: KUTeg_009473
2_14163: KUTeg_009474
2_14164: KUTeg_009475
2_14165: KUTeg_009476
2_14166: KUTeg_009477
2_14167: KUTeg_009478
2_14168: KUTeg_009479
2_14169: KUTeg_009480
2_14170: KUTeg_009481
2_14171: KUTeg_009482
2_14172: KUTeg_009483
2_14173: KUTeg_009484
2_14174: KUTeg_009485
2_14175: KUTeg_009486
2_14176: KUTeg_009487
2_14177: KUTeg_009488
2_14178: KUTeg_009489
2_14179: KUTeg_009490
2_14180: KUTeg_009491
2_14181: KUTeg_009492
2_14182: KUTeg_009493
2_14183: KUTeg_009494
2_14184: KUTeg_009495
2_14185: KUTeg_009496
2_14186: KUTeg_009497
2_14187: KUTeg_009498
2_14188: KUTeg_009499
2_14189: KUTeg_009500
2_14190: KUTeg_009501
2_14191: KUTeg_009502
2_14192: KUTeg_009503
2_14193: KUTeg_009504
2_14194: KUTeg_009505
2_14195: KUTeg_009506
2_14196: KUTeg_009507
2_14197: KUTeg_009508
2_14198: KUTeg_009509
2_14199: KUTeg_009510
2_14200: KUTeg_009511
2_14201: KUTeg_009512
2_14202: KUTeg_009513
2_14203: KUTeg_009514
2_14204: KUTeg_009515
2_14205: KUTeg_009516
2_14206: KUTeg_009517
2_14207: KUTeg_009518
2_14208: KUTeg_009519
2_14209: KUTeg_009520
2_14210: KUTeg_009521
2_14211: KUTeg_009522
2_14212: KUTeg_009523
2_14213: KUTeg_009524
2_14214: KUTeg_009525
2_14215: KUTeg_009526
2_14216: KUTeg_009527
2_14217: KUTeg_009528
2_14218: KUTeg_009529
2_14219: KUTeg_009530
2_14220: KUTeg_009531
2_14221: KUTeg_009532
2_14222: KUTeg_009533
2_14223: KUTeg_009534
2_14224: KUTeg_009535
2_14225: KUTeg_009536
2_14226: KUTeg_009537
2_14227: KUTeg_009538
2_14228: KUTeg_009539
2_14229: KUTeg_009540
2_14230: KUTeg_009541
2_14231: KUTeg_009542
2_14232: KUTeg_009544
2_14233: KUTeg_009545
2_14234: KUTeg_009546
2_14235: KUTeg_009547
2_14236: KUTeg_009548
2_14237: KUTeg_009549
2_14238: KUTeg_009550
2_14239: KUTeg_009551
2_14240: KUTeg_009552
2_14241: KUTeg_009553
2_14242: KUTeg_009554
2_14243: KUTeg_009555
2_14244: KUTeg_009556
2_14245: KUTeg_009557
2_14246: KUTeg_009558
2_14247: KUTeg_009559
2_14248: KUTeg_009560
2_14249: KUTeg_009561
2_14250: KUTeg_009562
2_14251: KUTeg_009563
2_14252: KUTeg_009564
2_14253: KUTeg_009565
2_14254: KUTeg_009566
2_14255: KUTeg_009567
2_14256: KUTeg_009568
2_14257: KUTeg_009569
2_14258: KUTeg_009570
2_14259: KUTeg_009571
2_14260: KUTeg_009572
2_14261: KUTeg_009573
2_14262: KUTeg_009574
2_14263: KUTeg_009575
2_14264: KUTeg_009576
2_14265: KUTeg_009577
2_14266: KUTeg_009578
2_14267: KUTeg_009579
2_14268: KUTeg_009580
2_14269: KUTeg_009581
2_14270: KUTeg_009582
2_14271: KUTeg_009583
2_14272: KUTeg_009584
2_14273: KUTeg_009585
2_14274: KUTeg_009586
2_14275: KUTeg_009587
2_14276: KUTeg_009588
2_14277: KUTeg_009589
2_14278: KUTeg_009590
2_14279: KUTeg_009591
2_14280: KUTeg_009592
2_14281: KUTeg_009593
2_14282: KUTeg_009594
2_14283: KUTeg_009595
2_14284: KUTeg_009596
2_14285: KUTeg_009597
2_14286: KUTeg_009598
2_14287: KUTeg_009599
2_14288: KUTeg_009600
2_14289: KUTeg_009601
2_14290: KUTeg_009602
2_14291: KUTeg_009603
2_14292: KUTeg_009604
2_14293: KUTeg_009605
2_14294: KUTeg_009606
2_14295: KUTeg_009607
2_14296: KUTeg_009608
2_14297: KUTeg_009609
2_14298: KUTeg_009610
2_14299: KUTeg_009611
2_14300: KUTeg_009612
2_14301: KUTeg_009613
2_14302: KUTeg_009614
2_14303: KUTeg_009615
2_14304: KUTeg_009616
2_14305: KUTeg_009617
2_14306: KUTeg_009618
2_14307: KUTeg_009619
2_14308: KUTeg_009620
2_14309: KUTeg_009621
2_14310: KUTeg_009622
2_14311: KUTeg_009623
2_14312: KUTeg_009624
2_14313: KUTeg_009625
2_14314: KUTeg_009626
2_14315: KUTeg_009627
2_14316: KUTeg_009628
2_14317: KUTeg_009629
2_14318: KUTeg_009630
2_14319: KUTeg_009631
2_14320: KUTeg_009632
2_14321: KUTeg_009633
2_14322: KUTeg_009634
2_14323: KUTeg_009635
2_14324: KUTeg_009636
2_14325: KUTeg_009637
2_14326: KUTeg_009638
2_14327: KUTeg_009639
2_14328: KUTeg_009640
2_14329: KUTeg_009641
2_14330: KUTeg_009642
2_14331: KUTeg_009643
2_14332: KUTeg_009644
2_14333: KUTeg_009645
2_14334: KUTeg_009646
2_14335: KUTeg_009647
2_14336: KUTeg_009648
2_14337: KUTeg_009649
2_14338: KUTeg_009650
2_14339: KUTeg_009651
2_14340: KUTeg_009652
2_14341: KUTeg_009653
2_14342: KUTeg_009654
2_14343: KUTeg_009655
2_14344: KUTeg_009656
2_14345: KUTeg_009657
2_14346: KUTeg_009658
2_14347: KUTeg_009659
2_14348: KUTeg_009660
2_14349: KUTeg_009661
2_14350: KUTeg_009662
2_14351: KUTeg_009663
2_14352: KUTeg_009664
2_14353: KUTeg_009665
2_14354: KUTeg_009666
2_14355: KUTeg_009667
2_14356: KUTeg_009668
2_14357: KUTeg_009669
2_14358: KUTeg_009670
2_14359: KUTeg_009671
2_14360: KUTeg_009672
2_14361: KUTeg_009673
2_14362: KUTeg_009674
2_14363: KUTeg_009675
2_14364: KUTeg_009676
2_14365: KUTeg_009677
2_14366: KUTeg_009678
2_14367: KUTeg_009679
2_14368: KUTeg_009680
2_14369: KUTeg_009682
2_14370: KUTeg_009683
2_14371: KUTeg_009684
2_14372: KUTeg_009685
2_14373: KUTeg_009686
2_14374: KUTeg_009687
2_14375: KUTeg_009688
2_14376: KUTeg_009689
2_14377: KUTeg_009690
2_14378: KUTeg_009691
2_14379: KUTeg_009692
2_14380: KUTeg_009693
2_14381: KUTeg_009694
2_14382: KUTeg_009695
2_14383: KUTeg_009696
2_14384: KUTeg_009697
2_14385: KUTeg_009698
2_14386: KUTeg_009699
2_14387: KUTeg_009700
2_14388: KUTeg_009701
2_14389: KUTeg_009702
2_14390: KUTeg_009703
2_14391: KUTeg_009704
2_14392: KUTeg_009705
2_14393: KUTeg_009706
2_14394: KUTeg_009707
2_14395: KUTeg_009708
2_14396: KUTeg_009709
2_14397: KUTeg_009710
2_14398: KUTeg_009711
2_14399: KUTeg_009712
2_14400: KUTeg_009713
2_14401: KUTeg_009714
2_14402: KUTeg_009715
2_14403: KUTeg_009716
2_14404: KUTeg_009717
2_14405: KUTeg_009718
2_14406: KUTeg_009719
2_14407: KUTeg_009720
2_14408: KUTeg_009721
2_14409: KUTeg_009722
2_14410: KUTeg_009723
2_14411: KUTeg_009724
2_14412: KUTeg_009725
2_14413: KUTeg_009726
2_14414: KUTeg_009727
2_14415: KUTeg_009728
2_14416: KUTeg_009729
2_14417: KUTeg_009730
2_14418: KUTeg_009731
2_14419: KUTeg_009732
2_14420: KUTeg_009733
2_14421: KUTeg_009734
2_14422: KUTeg_009735
2_14423: KUTeg_009736
2_14424: KUTeg_009737
2_14425: KUTeg_009738
2_14426: KUTeg_009739
2_14427: KUTeg_009740
2_14428: KUTeg_009741
2_14429: KUTeg_009742
2_14430: KUTeg_009743
2_14431: KUTeg_009744
2_14432: KUTeg_009745
2_14433: KUTeg_009746
2_14434: KUTeg_009747
2_14435: KUTeg_009748
2_14436: KUTeg_009749
2_14437: KUTeg_009750
2_14438: KUTeg_009751
2_14439: KUTeg_009752
2_14440: KUTeg_009753
2_14441: KUTeg_009755
2_14442: KUTeg_009756
2_14443: KUTeg_009757
2_14444: KUTeg_009758
2_14445: KUTeg_009759
2_14446: KUTeg_009760
2_14447: KUTeg_009761
2_14448: KUTeg_009762
2_14449: KUTeg_009763
2_14450: KUTeg_009764
2_14451: KUTeg_009765
2_14452: KUTeg_009766
2_14453: KUTeg_009767
2_14454: KUTeg_009768
2_14455: KUTeg_009769
2_14456: KUTeg_009770
2_14457: KUTeg_009771
2_14458: KUTeg_009772
2_14459: KUTeg_009773
2_14460: KUTeg_009774
2_14461: KUTeg_009775
2_14462: KUTeg_009776
2_14463: KUTeg_009777
2_14464: KUTeg_009778
2_14465: KUTeg_009779
2_14466: KUTeg_009780
2_14467: KUTeg_009781
2_14468: KUTeg_009782
2_14469: KUTeg_009783
2_14470: KUTeg_009784
2_14471: KUTeg_009785
2_14472: KUTeg_009787
2_14473: KUTeg_009788
2_14474: KUTeg_009789
2_14475: KUTeg_009790
2_14476: KUTeg_009791
2_14477: KUTeg_009792
2_14478: KUTeg_009794
2_14479: KUTeg_009795
2_14480: KUTeg_009796
2_14481: KUTeg_009797
2_14482: KUTeg_009798
2_14483: KUTeg_009799
2_14484: KUTeg_009800
2_14485: KUTeg_009801
2_14486: KUTeg_009802
2_14487: KUTeg_009803
2_14488: KUTeg_009804
2_14489: KUTeg_009805
2_14490: KUTeg_009806
2_14491: KUTeg_009807
2_14492: KUTeg_009808
2_14493: KUTeg_009809
2_14494: KUTeg_009810
2_14495: KUTeg_009811
2_14496: KUTeg_009812
2_14497: KUTeg_009815
2_14498: KUTeg_009816
2_14499: KUTeg_009817
2_14500: KUTeg_009818
2_14501: KUTeg_009819
2_14502: KUTeg_009820
2_14503: KUTeg_009822
2_14504: KUTeg_009823
2_14505: KUTeg_009824
2_14506: KUTeg_009825
2_14507: KUTeg_009826
2_14508: KUTeg_009827
2_14509: KUTeg_009828
2_14510: KUTeg_009829
2_14511: KUTeg_009830
2_14512: KUTeg_009831
2_14513: KUTeg_009832
2_14514: KUTeg_009833
2_14515: KUTeg_009834
2_14516: KUTeg_009835
2_14517: KUTeg_009836
2_14518: KUTeg_009837
2_14519: KUTeg_009838
2_14520: KUTeg_009839
2_14521: KUTeg_009840
2_14522: KUTeg_009841
2_14523: KUTeg_009842
2_14524: KUTeg_009843
2_14525: KUTeg_009844
2_14526: KUTeg_009845
2_14527: KUTeg_009846
2_14528: KUTeg_009847
2_14529: KUTeg_009848
2_14530: KUTeg_009849
2_14531: KUTeg_009850
2_14532: KUTeg_009852
2_14533: KUTeg_009853
2_14534: KUTeg_009854
2_14535: KUTeg_009855
2_14536: KUTeg_009856
2_14537: KUTeg_009857
2_14538: KUTeg_009858
2_14539: KUTeg_009859
2_14540: KUTeg_009860
2_14541: KUTeg_009861
2_14542: KUTeg_009862
2_14543: KUTeg_009863
2_14544: KUTeg_009864
2_14545: KUTeg_009865
2_14546: KUTeg_009866
2_14547: KUTeg_009867
2_14548: KUTeg_009868
2_14549: KUTeg_009869
2_14550: KUTeg_009870
2_14551: KUTeg_009871
2_14552: KUTeg_009873
2_14553: KUTeg_009874
2_14554: KUTeg_009875
2_14555: KUTeg_009876
2_14556: KUTeg_009877
2_14557: KUTeg_009878
2_14558: KUTeg_009879
2_14559: KUTeg_009880
2_14560: KUTeg_009881
2_14561: KUTeg_009882
2_14562: KUTeg_009883
2_14563: KUTeg_009884
2_14564: KUTeg_009885
2_14565: KUTeg_009886
2_14566: KUTeg_009887
2_14567: KUTeg_009888
2_14568: KUTeg_009889
2_14569: KUTeg_009890
2_14570: KUTeg_009891
2_14571: KUTeg_009892
2_14572: KUTeg_009893
2_14573: KUTeg_009894
2_14574: KUTeg_009895
2_14575: KUTeg_009896
2_14576: KUTeg_009897
2_14577: KUTeg_009898
2_14578: KUTeg_009899
2_14579: KUTeg_009900
2_14580: KUTeg_009901
2_14581: KUTeg_009902
2_14582: KUTeg_009903
2_14583: KUTeg_009904
2_14584: KUTeg_009905
2_14585: KUTeg_009906
2_14586: KUTeg_009907
2_14587: KUTeg_009908
2_14588: KUTeg_009910
2_14589: KUTeg_009911
2_14590: KUTeg_009912
2_14591: KUTeg_009913
2_14592: KUTeg_009914
2_14593: KUTeg_009915
2_14594: KUTeg_009916
2_14595: KUTeg_009917
2_14596: KUTeg_009918
2_14597: KUTeg_009919
2_14598: KUTeg_009920
2_14599: KUTeg_009921
2_14600: KUTeg_009922
2_14601: KUTeg_009923
2_14602: KUTeg_009924
2_14603: KUTeg_009925
2_14604: KUTeg_009926
2_14605: KUTeg_009927
2_14606: KUTeg_009928
2_14607: KUTeg_009929
2_14608: KUTeg_009930
2_14609: KUTeg_009931
2_14610: KUTeg_009932
2_14611: KUTeg_009933
2_14612: KUTeg_009934
2_14613: KUTeg_009935
2_14614: KUTeg_009936
2_14615: KUTeg_009937
2_14616: KUTeg_009938
2_14617: KUTeg_009939
2_14618: KUTeg_009940
2_14619: KUTeg_009941
2_14620: KUTeg_009942
2_14621: KUTeg_009943
2_14622: KUTeg_009944
2_14623: KUTeg_009945
2_14624: KUTeg_009946
2_14625: KUTeg_009947
2_14626: KUTeg_009948
2_14627: KUTeg_009949
2_14628: KUTeg_009950
2_14629: KUTeg_009951
2_14630: KUTeg_009952
2_14631: KUTeg_009953
2_14632: KUTeg_009954
2_14633: KUTeg_009955
2_14634: KUTeg_009956
2_14635: KUTeg_009958
2_14636: KUTeg_009959
2_14637: KUTeg_009960
2_14638: KUTeg_009961
2_14639: KUTeg_009962
2_14640: KUTeg_009964
2_14641: KUTeg_009965
2_14642: KUTeg_009966
2_14643: KUTeg_009967
2_14644: KUTeg_009968
2_14645: KUTeg_009969
2_14646: KUTeg_009970
2_14647: KUTeg_009971
2_14648: KUTeg_009972
2_14649: KUTeg_009973
2_14650: KUTeg_009974
2_14651: KUTeg_009975
2_14652: KUTeg_009977
2_14653: KUTeg_009978
2_14654: KUTeg_009979
2_14655: KUTeg_009980
2_14656: KUTeg_009981
2_14657: KUTeg_009982
2_14658: KUTeg_009983
2_14659: KUTeg_009984
2_14660: KUTeg_009985
2_14661: KUTeg_009986
2_14662: KUTeg_009987
2_14663: KUTeg_009988
2_14664: KUTeg_009989
2_14665: KUTeg_009990
2_14666: KUTeg_009991
2_14667: KUTeg_009992
2_14668: KUTeg_009993
2_14669: KUTeg_009994
2_14670: KUTeg_009995
2_14671: KUTeg_009996
2_14672: KUTeg_009997
2_14673: KUTeg_009998
2_14674: KUTeg_009999
2_14675: KUTeg_010000
2_14676: KUTeg_010001
2_14677: KUTeg_010002
2_14678: KUTeg_010003
2_14679: KUTeg_010004
2_14680: KUTeg_010006
2_14681: KUTeg_010007
2_14682: KUTeg_010008
2_14683: KUTeg_010009
2_14684: KUTeg_010010
2_14685: KUTeg_010011
2_14686: KUTeg_010012
2_14687: KUTeg_010013
2_14688: KUTeg_010014
2_14689: KUTeg_010015
2_14690: KUTeg_010016
2_14691: KUTeg_010017
2_14692: KUTeg_010018
2_14693: KUTeg_010019
2_14694: KUTeg_010020
2_14695: KUTeg_010021
2_14696: KUTeg_010022
2_14697: KUTeg_010023
2_14698: KUTeg_010024
2_14699: KUTeg_010026
2_14700: KUTeg_010027
2_14701: KUTeg_010028
2_14702: KUTeg_010029
2_14703: KUTeg_010030
2_14704: KUTeg_010031
2_14705: KUTeg_010032
2_14706: KUTeg_010034
2_14707: KUTeg_010035
2_14708: KUTeg_010036
2_14709: KUTeg_010038
2_14710: KUTeg_010039
2_14711: KUTeg_010041
2_14712: KUTeg_010042
2_14713: KUTeg_010043
2_14714: KUTeg_010044
2_14715: KUTeg_010045
2_14716: KUTeg_010046
2_14717: KUTeg_010047
2_14718: KUTeg_010048
2_14719: KUTeg_010049
2_14720: KUTeg_010050
2_14721: KUTeg_010053
2_14722: KUTeg_010054
2_14723: KUTeg_010055
2_14724: KUTeg_010056
2_14725: KUTeg_010057
2_14726: KUTeg_010058
2_14727: KUTeg_010059
2_14728: KUTeg_010060
2_14729: KUTeg_010062
2_14730: KUTeg_010063
2_14731: KUTeg_010064
2_14732: KUTeg_010066
2_14733: KUTeg_010067
2_14734: KUTeg_010068
2_14735: KUTeg_010069
2_14736: KUTeg_010070
2_14737: KUTeg_010072
2_14738: KUTeg_010073
2_14739: KUTeg_010074
2_14740: KUTeg_010075
2_14741: KUTeg_010076
2_14742: KUTeg_010077
2_14743: KUTeg_010078
2_14744: KUTeg_010079
2_14745: KUTeg_010080
2_14746: KUTeg_010081
2_14747: KUTeg_010082
2_14748: KUTeg_010083
2_14749: KUTeg_010084
2_14750: KUTeg_010085
2_14751: KUTeg_010086
2_14752: KUTeg_010087
2_14753: KUTeg_010088
2_14754: KUTeg_010089
2_14755: KUTeg_010090
2_14756: KUTeg_010091
2_14757: KUTeg_010092
2_14758: KUTeg_010093
2_14759: KUTeg_010094
2_14760: KUTeg_010095
2_14761: KUTeg_010096
2_14762: KUTeg_010097
2_14763: KUTeg_010098
2_14764: KUTeg_010099
2_14765: KUTeg_010100
2_14766: KUTeg_010101
2_14767: KUTeg_010102
2_14768: KUTeg_010103
2_14769: KUTeg_010104
2_14770: KUTeg_010105
2_14771: KUTeg_010106
2_14772: KUTeg_010107
2_14773: KUTeg_010108
2_14774: KUTeg_010109
2_14775: KUTeg_010110
2_14776: KUTeg_010111
2_14777: KUTeg_010112
2_14778: KUTeg_010113
2_14779: KUTeg_010114
2_14780: KUTeg_010115
2_14781: KUTeg_010116
2_14782: KUTeg_010117
2_14783: KUTeg_010118
2_14784: KUTeg_010119
2_14785: KUTeg_010120
2_14786: KUTeg_010121
2_14787: KUTeg_010122
2_14788: KUTeg_010123
2_14789: KUTeg_010124
2_14790: KUTeg_010125
2_14791: KUTeg_010126
2_14792: KUTeg_010127
2_14793: KUTeg_010128
2_14794: KUTeg_010129
2_14795: KUTeg_010130
2_14796: KUTeg_010131
2_14797: KUTeg_010132
2_14798: KUTeg_010133
2_14799: KUTeg_010134
2_14800: KUTeg_010135
2_14801: KUTeg_010136
2_14802: KUTeg_010137
2_14803: KUTeg_010138
2_14804: KUTeg_010139
2_14805: KUTeg_010140
2_14806: KUTeg_010141
2_14807: KUTeg_010142
2_14808: KUTeg_010143
2_14809: KUTeg_010144
2_14810: KUTeg_010145
2_14811: KUTeg_010146
2_14812: KUTeg_010147
2_14813: KUTeg_010148
2_14814: KUTeg_010149
2_14815: KUTeg_010150
2_14816: KUTeg_010151
2_14817: KUTeg_010152
2_14818: KUTeg_010153
2_14819: KUTeg_010154
2_14820: KUTeg_010155
2_14821: KUTeg_010156
2_14822: KUTeg_010157
2_14823: KUTeg_010158
2_14824: KUTeg_010160
2_14825: KUTeg_010161
2_14826: KUTeg_010162
2_14827: KUTeg_010163
2_14828: KUTeg_010164
2_14829: KUTeg_010165
2_14830: KUTeg_010166
2_14831: KUTeg_010170
2_14832: KUTeg_010171
2_14833: KUTeg_010172
2_14834: KUTeg_010173
2_14835: KUTeg_010174
2_14836: KUTeg_010175
2_14837: KUTeg_010176
2_14838: KUTeg_010177
2_14839: KUTeg_010178
2_14840: KUTeg_010179
2_14841: KUTeg_010180
2_14842: KUTeg_010181
2_14843: KUTeg_010182
2_14844: KUTeg_010183
2_14845: KUTeg_010184
2_14846: KUTeg_010185
2_14847: KUTeg_010186
2_14848: KUTeg_010187
2_14849: KUTeg_010188
2_14850: KUTeg_010189
2_14851: KUTeg_010190
2_14852: KUTeg_010192
2_14853: KUTeg_010193
2_14854: KUTeg_010194
2_14855: KUTeg_010195
2_14856: KUTeg_010196
2_14857: KUTeg_010197
2_14858: KUTeg_010198
2_14859: KUTeg_010200
2_14860: KUTeg_010201
2_14861: KUTeg_010202
2_14862: KUTeg_010203
2_14863: KUTeg_010204
2_14864: KUTeg_010205
2_14865: KUTeg_010206
2_14866: KUTeg_010207
2_14867: KUTeg_010208
2_14868: KUTeg_010209
2_14869: KUTeg_010210
2_14870: KUTeg_010211
2_14871: KUTeg_010212
2_14872: KUTeg_010213
2_14873: KUTeg_010214
2_14874: KUTeg_010215
2_14875: KUTeg_010216
2_14876: KUTeg_010217
2_14877: KUTeg_010218
2_14878: KUTeg_010219
2_14879: KUTeg_010220
2_14880: KUTeg_010221
2_14881: KUTeg_010222
2_14882: KUTeg_010223
2_14883: KUTeg_010224
2_14884: KUTeg_010225
2_14885: KUTeg_010226
2_14886: KUTeg_010228
2_14887: KUTeg_010229
2_14888: KUTeg_010230
2_14889: KUTeg_010231
2_14890: KUTeg_010232
2_14891: KUTeg_010233
2_14892: KUTeg_010234
2_14893: KUTeg_010235
2_14894: KUTeg_010236
2_14895: KUTeg_010237
2_14896: KUTeg_010238
2_14897: KUTeg_010239
2_14898: KUTeg_010240
2_14899: KUTeg_010241
2_14900: KUTeg_010242
2_14901: KUTeg_010243
2_14902: KUTeg_010244
2_14903: KUTeg_010245
2_14904: KUTeg_010246
2_14905: KUTeg_010247
2_14906: KUTeg_010248
2_14907: KUTeg_010249
2_14908: KUTeg_010250
2_14909: KUTeg_010251
2_14910: KUTeg_010252
2_14911: KUTeg_010253
2_14912: KUTeg_010254
2_14913: KUTeg_010255
2_14914: KUTeg_010257
2_14915: KUTeg_010258
2_14916: KUTeg_010259
2_14917: KUTeg_010260
2_14918: KUTeg_010261
2_14919: KUTeg_010262
2_14920: KUTeg_010263
2_14921: KUTeg_010264
2_14922: KUTeg_010265
2_14923: KUTeg_010266
2_14924: KUTeg_010267
2_14925: KUTeg_010268
2_14926: KUTeg_010269
2_14927: KUTeg_010270
2_14928: KUTeg_010271
2_14929: KUTeg_010272
2_14930: KUTeg_010273
2_14931: KUTeg_010274
2_14932: KUTeg_010275
2_14933: KUTeg_010276
2_14934: KUTeg_010277
2_14935: KUTeg_010278
2_14936: KUTeg_010279
2_14937: KUTeg_010280
2_14938: KUTeg_010281
2_14939: KUTeg_010282
2_14940: KUTeg_010283
2_14941: KUTeg_010284
2_14942: KUTeg_010285
2_14943: KUTeg_010286
2_14944: KUTeg_010287
2_14945: KUTeg_010288
2_14946: KUTeg_010289
2_14947: KUTeg_010290
2_14948: KUTeg_010293
2_14949: KUTeg_010294
2_14950: KUTeg_010295
2_14951: KUTeg_010296
2_14952: KUTeg_010297
2_14953: KUTeg_010298
2_14954: KUTeg_010299
2_14955: KUTeg_010300
2_14956: KUTeg_010301
2_14957: KUTeg_010302
2_14958: KUTeg_010303
2_14959: KUTeg_010304
2_14960: KUTeg_010305
2_14961: KUTeg_010306
2_14962: KUTeg_010307
2_14963: KUTeg_010308
2_14964: KUTeg_010309
2_14965: KUTeg_010311
2_14966: KUTeg_010312
2_14967: KUTeg_010313
2_14968: KUTeg_010314
2_14969: KUTeg_010315
2_14970: KUTeg_010316
2_14971: KUTeg_010317
2_14972: KUTeg_010318
2_14973: KUTeg_010319
2_14974: KUTeg_010320
2_14975: KUTeg_010321
2_14976: KUTeg_010322
2_14977: KUTeg_010323
2_14978: KUTeg_010324
2_14979: KUTeg_010325
2_14980: KUTeg_010326
2_14981: KUTeg_010327
2_14982: KUTeg_010328
2_14983: KUTeg_010329
2_14984: KUTeg_010330
2_14985: KUTeg_010331
2_14986: KUTeg_010332
2_14987: KUTeg_010333
2_14988: KUTeg_010334
2_14989: KUTeg_010335
2_14990: KUTeg_010336
2_14991: KUTeg_010337
2_14992: KUTeg_010338
2_14993: KUTeg_010339
2_14994: KUTeg_010340
2_14995: KUTeg_010341
2_14996: KUTeg_010342
2_14997: KUTeg_010343
2_14998: KUTeg_010344
2_14999: KUTeg_010345
2_15000: KUTeg_010346
2_15001: KUTeg_010347
2_15002: KUTeg_010348
2_15003: KUTeg_010349
2_15004: KUTeg_010350
2_15005: KUTeg_010351
2_15006: KUTeg_010352
2_15007: KUTeg_010353
2_15008: KUTeg_010354
2_15009: KUTeg_010355
2_15010: KUTeg_010356
2_15011: KUTeg_010357
2_15012: KUTeg_010358
2_15013: KUTeg_010359
2_15014: KUTeg_010360
2_15015: KUTeg_010361
2_15016: KUTeg_010362
2_15017: KUTeg_010363
2_15018: KUTeg_010364
2_15019: KUTeg_010365
2_15020: KUTeg_010366
2_15021: KUTeg_010367
2_15022: KUTeg_010368
2_15023: KUTeg_010369
2_15024: KUTeg_010370
2_15025: KUTeg_010371
2_15026: KUTeg_010372
2_15027: KUTeg_010373
2_15028: KUTeg_010374
2_15029: KUTeg_010375
2_15030: KUTeg_010376
2_15031: KUTeg_010377
2_15032: KUTeg_010378
2_15033: KUTeg_010379
2_15034: KUTeg_010380
2_15035: KUTeg_010381
2_15036: KUTeg_010383
2_15037: KUTeg_010384
2_15038: KUTeg_010385
2_15039: KUTeg_010386
2_15040: KUTeg_010387
2_15041: KUTeg_010388
2_15042: KUTeg_010389
2_15043: KUTeg_010390
2_15044: KUTeg_010391
2_15045: KUTeg_010392
2_15046: KUTeg_010393
2_15047: KUTeg_010394
2_15048: KUTeg_010395
2_15049: KUTeg_010396
2_15050: KUTeg_010397
2_15051: KUTeg_010398
2_15052: KUTeg_010399
2_15053: KUTeg_010400
2_15054: KUTeg_010401
2_15055: KUTeg_010402
2_15056: KUTeg_010403
2_15057: KUTeg_010404
2_15058: KUTeg_010405
2_15059: KUTeg_010406
2_15060: KUTeg_010407
2_15061: KUTeg_010408
2_15062: KUTeg_010409
2_15063: KUTeg_010410
2_15064: KUTeg_010411
2_15065: KUTeg_010412
2_15066: KUTeg_010413
2_15067: KUTeg_010414
2_15068: KUTeg_010415
2_15069: KUTeg_010416
2_15070: KUTeg_010417
2_15071: KUTeg_010418
2_15072: KUTeg_010419
2_15073: KUTeg_010420
2_15074: KUTeg_010421
2_15075: KUTeg_010422
